State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI
California,Ventura,2015,365,183,169,13,0,0,0,126,50
California,Yolo,2015,365,236,125,4,0,0,0,103,44
Colorado,Adams,2015,365,271,91,3,0,0,0,115,45
Colorado,Alamosa,2015,364,357,7,0,0,0,0,87,17
Colorado,Arapahoe,2015,361,260,99,2,0,0,0,136,45
Colorado,Archuleta,2015,348,342,6,0,0,0,0,74,17
Colorado,Boulder,2015,365,265,93,7,0,0,0,129,44
Colorado,Chaffee,2015,100,65,34,1,0,0,0,108,47
Colorado,Clear Creek,2015,295,182,107,6,0,0,0,140,48
Colorado,Delta,2015,114,113,1,0,0,0,0,51,16
Colorado,Denver,2015,365,166,190,9,0,0,0,146,52
Colorado,Douglas,2015,362,251,100,9,2,0,0,169,44
Colorado,El Paso,2015,365,284,80,1,0,0,0,105,44
Colorado,Fremont,2015,57,57,0,0,0,0,0,37,11
Colorado,Garfield,2015,365,265,90,10,0,0,0,133,45
Colorado,Grand,2015,64,59,5,0,0,0,0,58,38
Colorado,Gunnison,2015,365,283,79,3,0,0,0,101,44
Colorado,Jackson,2015,363,347,16,0,0,0,0,93,38
Colorado,Jefferson,2015,365,244,104,15,2,0,0,164,45
Colorado,La Plata,2015,365,271,92,2,0,0,0,108,43
Colorado,Larimer,2015,365,198,150,16,1,0,0,161,49
Colorado,Mesa,2015,365,253,109,3,0,0,0,105,45
Colorado,Moffat,2015,141,137,4,0,0,0,0,77,36
Colorado,Montezuma,2015,365,284,81,0,0,0,0,93,44
Colorado,Park,2015,350,266,80,4,0,0,0,112,45
Colorado,Pitkin,2015,124,122,2,0,0,0,0,55,11
Colorado,Prowers,2015,351,339,9,1,0,2,0,299,14
Colorado,Pueblo,2015,129,123,6,0,0,0,0,94,19
Colorado,Rio Blanco,2015,365,302,63,0,0,0,0,100,43
Colorado,Routt,2015,364,357,7,0,0,0,0,58,13
Colorado,San Juan,2015,121,121,0,0,0,0,0,48,6
Colorado,San Miguel,2015,236,188,47,1,0,0,0,105,44
Colorado,Weld,2015,365,232,124,9,0,0,0,133,47
Connecticut,Fairfield,2015,365,214,121,24,6,0,0,177,46
Connecticut,Hartford,2015,365,223,134,8,0,0,0,147,45
Connecticut,Litchfield,2015,365,305,53,7,0,0,0,147,39
Connecticut,Middlesex,2015,183,134,37,12,0,0,0,147,43
Connecticut,New Haven,2015,365,220,129,13,3,0,0,169,45
Connecticut,New London,2015,359,297,50,11,1,0,0,151,36
Connecticut,Tolland,2015,183,154,23,6,0,0,0,129,39
Connecticut,Windham,2015,356,326,27,3,0,0,0,129,35
Country Of Mexico,BAJA CALIFORNIA NORTE,2015,56,8,34,10,4,0,0,174,73
Delaware,Kent,2015,365,284,81,0,0,0,0,100,41
Delaware,New Castle,2015,365,205,150,9,1,0,0,172,48
Delaware,Sussex,2015,365,268,94,3,0,0,0,115,42
District Of Columbia,District of Columbia,2015,365,217,143,5,0,0,0,126,47
Florida,Alachua,2015,365,331,34,0,0,0,0,74,34
Florida,Baker,2015,364,356,8,0,0,0,0,77,32
Florida,Bay,2015,365,319,46,0,0,0,0,84,37
Florida,Brevard,2015,365,333,32,0,0,0,0,90,37
Florida,Broward,2015,365,317,47,1,0,0,0,101,34
Florida,Citrus,2015,135,132,3,0,0,0,0,66,24
Florida,Collier,2015,363,320,43,0,0,0,0,74,33
Florida,Columbia,2015,321,288,33,0,0,0,0,77,35
Florida,Duval,2015,365,310,54,1,0,0,0,104,38
Florida,Escambia,2015,365,292,73,0,0,0,0,100,40
Florida,Flagler,2015,365,360,5,0,0,0,0,74,33
Florida,Hamilton,2015,317,272,45,0,0,0,0,77,32
Florida,Highlands,2015,356,345,11,0,0,0,0,80,31
Florida,Hillsborough,2015,365,245,119,1,0,0,0,119,44
Florida,Holmes,2015,361,327,34,0,0,0,0,77,37
Florida,Indian River,2015,333,320,13,0,0,0,0,84,34
Florida,Lake,2015,364,347,17,0,0,0,0,87,34
Florida,Lee,2015,365,331,34,0,0,0,0,90,36
Florida,Leon,2015,363,273,90,0,0,0,0,97,40
Florida,Liberty,2015,352,345,7,0,0,0,0,61,31
Florida,Manatee,2015,365,336,29,0,0,0,0,97,34
Florida,Marion,2015,365,321,44,0,0,0,0,67,35
Florida,Martin,2015,365,328,37,0,0,0,0,75,35
Florida,Miami-Dade,2015,365,292,73,0,0,0,0,85,40
Florida,Nassau,2015,344,308,36,0,0,0,0,67,33
Florida,Okaloosa,2015,365,354,11,0,0,0,0,74,33
Florida,Orange,2015,365,313,51,1,0,0,0,101,38
Florida,Osceola,2015,357,345,12,0,0,0,0,87,32
Florida,Palm Beach,2015,365,294,71,0,0,0,0,90,37
Florida,Pasco,2015,365,343,22,0,0,0,0,90,37
Florida,Pinellas,2015,365,320,45,0,0,0,0,75,38
Florida,Polk,2015,365,314,50,1,0,0,0,105,37
Florida,Putnam,2015,341,341,0,0,0,0,0,49,13
Florida,Santa Rosa,2015,365,310,55,0,0,0,0,97,38
Florida,Sarasota,2015,365,304,60,1,0,0,0,105,40
Florida,Seminole,2015,361,344,17,0,0,0,0,80,34
Florida,St. Lucie,2015,350,341,9,0,0,0,0,84,32
Florida,Volusia,2015,365,326,39,0,0,0,0,81,36
Florida,Wakulla,2015,357,305,52,0,0,0,0,94,36
Georgia,Bibb,2015,365,269,96,0,0,0,0,87,41
Georgia,Charlton,2015,119,117,2,0,0,0,0,59,24
Georgia,Chatham,2015,365,306,59,0,0,0,0,74,36
Georgia,Chattooga,2015,191,173,18,0,0,0,0,97,36
Georgia,Clarke,2015,358,302,56,0,0,0,0,97,38
Georgia,Clayton,2015,121,86,35,0,0,0,0,93,39
Georgia,Cobb,2015,359,258,100,1,0,0,0,112,42
Georgia,Coffee,2015,60,56,4,0,0,0,0,60,28
Georgia,Columbia,2015,243,227,16,0,0,0,0,84,37
Georgia,Coweta,2015,365,312,51,2,0,0,0,108,35
Georgia,Dawson,2015,227,212,14,1,0,0,0,101,38
Georgia,DeKalb,2015,365,183,178,4,0,0,0,150,50
Georgia,Dougherty,2015,365,230,134,1,0,0,0,115,42
Georgia,Douglas,2015,234,206,27,1,0,0,0,112,37
Georgia,Floyd,2015,338,236,102,0,0,0,0,73,40
Georgia,Fulton,2015,365,191,164,8,2,0,0,172,49
Georgia,Glynn,2015,354,326,28,0,0,0,0,63,34
Georgia,Gwinnett,2015,365,276,85,3,1,0,0,154,40
Georgia,Hall,2015,264,149,115,0,0,0,0,94,48
Georgia,Henry,2015,364,299,62,3,0,0,0,147,36
Georgia,Houston,2015,363,288,75,0,0,0,0,95,35
Georgia,Lowndes,2015,357,276,81,0,0,0,0,87,38
Georgia,Murray,2015,280,256,23,0,0,1,0,233,37
Georgia,Muscogee,2015,349,275,73,1,0,0,0,109,38
Georgia,Paulding,2015,365,252,113,0,0,0,0,90,43
Georgia,Pike,2015,355,319,33,2,1,0,0,161,35
Georgia,Richmond,2015,364,284,80,0,0,0,0,87,39
Georgia,Rockdale,2015,364,319,42,3,0,0,0,136,31
Georgia,Sumter,2015,245,236,8,1,0,0,0,129,34
Georgia,Walker,2015,359,264,95,0,0,0,0,80,39
Georgia,Washington,2015,119,107,12,0,0,0,0,69,32
Georgia,Wilkinson,2015,115,90,25,0,0,0,0,82,38
Hawaii,Hawaii,2015,365,70,295,0,0,0,0,98,58
Hawaii,Honolulu,2015,365,331,34,0,0,0,0,62,34
Hawaii,Kauai,2015,362,361,1,0,0,0,0,53,14
Hawaii,Maui,2015,365,344,21,0,0,0,0,75,25
Idaho,Ada,2015,365,294,62,7,2,0,0,166,40
Idaho,Bannock,2015,365,329,32,3,1,0,0,156,27
Idaho,Benewah,2015,365,201,141,18,5,0,0,180,46
Idaho,Blaine,2015,202,197,3,2,0,0,0,138,10
Idaho,Boise,2015,275,227,43,5,0,0,0,128,29
Idaho,Bonner,2015,365,316,37,9,3,0,0,159,21
Idaho,Bonneville,2015,104,98,6,0,0,0,0,58,18
Idaho,Butte,2015,360,325,34,0,1,0,0,157,40
Idaho,Canyon,2015,364,313,41,8,2,0,0,155,27
Idaho,Custer,2015,117,115,2,0,0,0,0,92,6
Idaho,Franklin,2015,335,296,34,4,1,0,0,165,21
Idaho,Idaho,2015,269,228,33,2,3,3,0,226,20
Idaho,Jerome,2015,22,21,1,0,0,0,0,54,12
Idaho,Kootenai,2015,324,268,50,3,3,0,0,166,30
Idaho,Latah,2015,265,240,17,2,5,1,0,206,11
Idaho,Lemhi,2015,355,224,106,17,7,1,0,243,38
Idaho,Nez Perce,2015,271,239,18,7,5,1,1,302,19
Idaho,Shoshone,2015,363,200,137,20,6,0,0,185,43
Idaho,Twin Falls,2015,275,259,13,3,0,0,0,141,24
Idaho,Valley,2015,247,229,13,2,3,0,0,153,13
Illinois,Adams,2015,214,193,21,0,0,0,0,93,40
Illinois,Champaign,2015,365,278,87,0,0,0,0,90,42
Illinois,Clark,2015,210,182,28,0,0,0,0,87,39
Illinois,Cook,2015,365,156,202,5,2,0,0,183,53
Illinois,DuPage,2015,259,218,40,1,0,0,0,115,39
Illinois,Effingham,2015,203,184,19,0,0,0,0,84,40
Illinois,Hamilton,2015,261,219,41,1,0,0,0,105,38
Illinois,Jersey,2015,240,206,33,1,0,0,0,112,40
Illinois,Jo Daviess,2015,327,309,18,0,0,0,0,90,34
Illinois,Kane,2015,363,314,48,1,0,0,0,124,35
Illinois,Lake,2015,362,332,27,3,0,0,0,122,35
Illinois,Macon,2015,365,274,91,0,0,0,0,100,40
Illinois,Macoupin,2015,213,195,18,0,0,0,0,90,38
Illinois,Madison,2015,365,242,117,6,0,0,0,115,44
Illinois,McHenry,2015,364,253,109,2,0,0,0,103,43
Illinois,McLean,2015,363,324,39,0,0,0,0,90,37
Illinois,Peoria,2015,365,269,96,0,0,0,0,90,42
Illinois,Randolph,2015,257,220,37,0,0,0,0,90,39
Illinois,Rock Island,2015,365,325,39,1,0,0,0,105,36
Illinois,Saint Clair,2015,365,287,76,2,0,0,0,117,41
Illinois,Sangamon,2015,349,312,37,0,0,0,0,85,34
Illinois,Will,2015,364,235,129,0,0,0,0,93,45
Illinois,Winnebago,2015,362,311,50,1,0,0,0,108,35
Indiana,Allen,2015,357,235,120,1,1,0,0,169,43
Indiana,Bartholomew,2015,365,243,120,2,0,0,0,115,43
Indiana,Boone,2015,176,144,32,0,0,0,0,97,42
Indiana,Brown,2015,181,166,14,1,0,0,0,101,38
Indiana,Carroll,2015,183,155,28,0,0,0,0,87,43
Indiana,Clark,2015,364,233,127,3,1,0,0,164,44
Indiana,Delaware,2015,236,203,32,1,0,0,0,105,36
Indiana,Dubois,2015,122,90,32,0,0,0,0,76,35
Indiana,Elkhart,2015,357,239,115,3,0,0,0,124,42
Indiana,Floyd,2015,363,220,141,2,0,0,0,108,44
Indiana,Greene,2015,243,187,54,2,0,0,0,115,41
Indiana,Hamilton,2015,360,273,87,0,0,0,0,93,37
Indiana,Hancock,2015,183,165,18,0,0,0,0,97,34
Indiana,Hendricks,2015,183,179,4,0,0,0,0,61,35
Indiana,Henry,2015,121,98,23,0,0,0,0,72,28
Indiana,Howard,2015,346,160,185,1,0,0,0,101,52
Indiana,Huntington,2015,178,175,3,0,0,0,0,71,31
Indiana,Jackson,2015,167,141,25,1,0,0,0,101,41
Indiana,Johnson,2015,179,158,21,0,0,0,0,90,39
Indiana,Knox,2015,349,314,35,0,0,0,0,93,34
Indiana,LaPorte,2015,243,190,50,3,0,0,0,126,40
Indiana,Lake,2015,365,210,149,5,1,0,0,151,47
Indiana,Madison,2015,363,257,106,0,0,0,0,88,38
Indiana,Marion,2015,365,181,181,2,1,0,0,157,51
Indiana,Monroe,2015,342,289,53,0,0,0,0,80,30
Indiana,Montgomery,2015,118,62,56,0,0,0,0,81,47
Indiana,Morgan,2015,181,161,20,0,0,0,0,80,39
Indiana,Perry,2015,183,147,34,2,0,0,0,112,43
Indiana,Porter,2015,365,265,96,3,1,0,0,164,41
Indiana,Posey,2015,183,156,25,2,0,0,0,115,40
Indiana,Shelby,2015,183,166,17,0,0,0,0,77,39
Indiana,Spencer,2015,115,83,32,0,0,0,0,75,34
Indiana,St. Joseph,2015,362,227,133,2,0,0,0,134,45
Indiana,Tippecanoe,2015,328,234,94,0,0,0,0,99,38
Indiana,Vanderburgh,2015,365,214,145,6,0,0,0,133,46
Indiana,Vigo,2015,362,228,133,0,1,0,0,151,44
Indiana,Wabash,2015,358,330,26,2,0,0,0,126,35
Indiana,Warrick,2015,183,143,38,2,0,0,0,115,42
Indiana,Whitley,2015,359,256,103,0,0,0,0,87,39
Iowa,Black Hawk,2015,362,187,173,2,0,0,0,111,49
Iowa,Bremer,2015,214,200,14,0,0,0,0,80,36
Iowa,Cerro Gordo,2015,357,352,5,0,0,0,0,58,16
Iowa,Clinton,2015,365,188,176,1,0,0,0,146,49
Iowa,Delaware,2015,118,103,15,0,0,0,0,73,30
Iowa,Harrison,2015,214,191,22,1,0,0,0,108,40
Iowa,Johnson,2015,365,280,84,1,0,0,0,139,36
Iowa,Lee,2015,118,98,20,0,0,0,0,82,33
Iowa,Linn,2015,365,273,91,1,0,0,0,112,41
Iowa,Montgomery,2015,365,300,65,0,0,0,0,97,38
Iowa,Muscatine,2015,365,264,100,1,0,0,0,142,38
Iowa,Palo Alto,2015,365,289,75,1,0,0,0,102,40
Iowa,Polk,2015,365,298,67,0,0,0,0,98,36
Iowa,Pottawattamie,2015,122,105,17,0,0,0,0,82,32
Iowa,Scott,2015,365,112,251,1,1,0,0,152,56
Iowa,Story,2015,213,202,11,0,0,0,0,77,36
Iowa,Van Buren,2015,365,281,83,0,1,0,0,154,40
Iowa,Warren,2015,214,204,10,0,0,0,0,80,35
Iowa,Woodbury,2015,121,109,12,0,0,0,0,99,28
Kansas,Chase,2015,119,113,6,0,0,0,0,84,20
Kansas,Ford,2015,330,324,6,0,0,0,0,64,13
Kansas,Johnson,2015,365,325,40,0,0,0,0,100,35
Kansas,Leavenworth,2015,365,347,18,0,0,0,0,71,34
Kansas,Neosho,2015,364,328,35,1,0,0,0,122,35
Kansas,Sedgwick,2015,365,296,69,0,0,0,0,94,40
Kansas,Shawnee,2015,365,322,42,1,0,0,0,108,36
Kansas,Sherman,2015,59,58,1,0,0,0,0,73,18
Kansas,Sumner,2015,365,311,54,0,0,0,0,100,37
Kansas,Trego,2015,358,303,54,1,0,0,0,128,41
Kansas,Wyandotte,2015,365,229,134,2,0,0,0,123,45
Kentucky,Bell,2015,261,237,24,0,0,0,0,77,38
Kentucky,Boone,2015,244,221,22,1,0,0,0,101,39
Kentucky,Boyd,2015,365,267,95,3,0,0,0,108,41
Kentucky,Bullitt,2015,242,215,25,2,0,0,0,108,39
Kentucky,Campbell,2015,364,257,101,6,0,0,0,129,43
Kentucky,Carter,2015,265,241,24,0,0,0,0,74,36
Kentucky,Christian,2015,270,222,48,0,0,0,0,87,41
Kentucky,Daviess,2015,365,243,119,3,0,0,0,113,43
Kentucky,Edmonson,2015,365,336,29,0,0,0,0,90,36
Kentucky,Fayette,2015,364,285,74,5,0,0,0,139,39
Kentucky,Greenup,2015,242,222,20,0,0,0,0,100,38
Kentucky,Hancock,2015,245,203,37,5,0,0,0,115,41
Kentucky,Hardin,2015,365,251,113,1,0,0,0,105,44
Kentucky,Henderson,2015,365,264,99,2,0,0,0,101,42
Kentucky,Jefferson,2015,365,198,158,5,4,0,0,174,49
Kentucky,Jessamine,2015,244,213,30,1,0,0,0,105,40
Kentucky,Livingston,2015,260,227,32,1,0,0,0,105,40
Kentucky,Madison,2015,112,99,13,0,0,0,0,71,30
Kentucky,McCracken,2015,365,252,110,3,0,0,0,115,41
Kentucky,Morgan,2015,362,331,31,0,0,0,0,87,37
Kentucky,Oldham,2015,191,164,23,4,0,0,0,129,39
Kentucky,Perry,2015,361,316,45,0,0,0,0,82,36
Kentucky,Pike,2015,365,272,93,0,0,0,0,97,42
Kentucky,Pulaski,2015,263,230,33,0,0,0,0,80,37
Kentucky,Simpson,2015,208,179,28,1,0,0,0,101,39
Kentucky,Trigg,2015,344,318,26,0,0,0,0,71,36
Kentucky,Warren,2015,336,291,45,0,0,0,0,84,38
Kentucky,Washington,2015,360,333,26,1,0,0,0,101,37
Louisiana,Ascension,2015,363,326,32,5,0,0,0,140,34
Louisiana,Bossier,2015,364,264,99,1,0,0,0,140,41
Louisiana,Caddo,2015,364,303,61,0,0,0,0,93,38
Louisiana,Calcasieu,2015,365,231,130,3,1,0,0,156,44
Louisiana,East Baton Rouge,2015,365,190,165,8,2,0,0,156,50
Louisiana,Iberville,2015,365,317,39,9,0,0,0,133,34
Louisiana,Jefferson,2015,365,279,86,0,0,0,0,100,40
Louisiana,Lafayette,2015,365,249,116,0,0,0,0,97,44
Louisiana,Lafourche,2015,365,321,44,0,0,0,0,97,35
Louisiana,Livingston,2015,365,233,130,2,0,0,0,112,45
Louisiana,Orleans,2015,365,305,60,0,0,0,0,79,36
Louisiana,Ouachita,2015,335,306,29,0,0,0,0,74,32
Louisiana,Pointe Coupee,2015,364,337,25,2,0,0,0,122,32
Louisiana,Rapides,2015,118,106,12,0,0,0,0,65,27
Louisiana,St. Bernard,2015,365,247,118,0,0,0,0,93,44
Louisiana,St. James,2015,345,325,18,2,0,0,0,115,31
Louisiana,St. John the Baptist,2015,365,341,22,2,0,0,0,105,33
Louisiana,St. Martin,2015,65,59,6,0,0,0,0,84,38
Louisiana,St. Tammany,2015,365,302,63,0,0,0,0,100,37
Louisiana,Tangipahoa,2015,114,102,12,0,0,0,0,98,29
Louisiana,Terrebonne,2015,122,116,6,0,0,0,0,76,26
Louisiana,West Baton Rouge,2015,365,291,71,3,0,0,0,143,37
Maine,Androscoggin,2015,358,294,64,0,0,0,0,97,36
Maine,Aroostook,2015,365,276,89,0,0,0,0,97,37
Maine,Cumberland,2015,365,287,77,1,0,0,0,108,38
Maine,Franklin,2015,49,49,0,0,0,0,0,39,8
Maine,Hancock,2015,365,330,32,3,0,0,0,143,37
Maine,Kennebec,2015,237,223,14,0,0,0,0,93,35
Maine,Knox,2015,178,164,13,1,0,0,0,119,36
Maine,Oxford,2015,340,291,49,0,0,0,0,90,33
Maine,Penobscot,2015,364,304,60,0,0,0,0,100,37
Maine,Sagadahoc,2015,203,198,5,0,0,0,0,74,35
Maine,Washington,2015,356,343,13,0,0,0,0,90,33
Maine,York,2015,214,194,17,3,0,0,0,136,40
Maryland,Anne Arundel,2015,264,191,69,4,0,0,0,119,44
Maryland,Baltimore,2015,365,257,95,13,0,0,0,143,42
Maryland,Baltimore (City),2015,365,210,149,6,0,0,0,140,47
Maryland,Calvert,2015,206,145,61,0,0,0,0,93,44
Maryland,Carroll,2015,213,162,49,2,0,0,0,115,43
Maryland,Cecil,2015,358,235,118,4,1,0,0,187,44
Maryland,Charles,2015,212,153,58,1,0,0,0,122,44
Maryland,Dorchester,2015,365,274,90,1,0,0,0,105,42
Maryland,Frederick,2015,209,160,48,1,0,0,0,119,44
Maryland,Garrett,2015,365,306,59,0,0,0,0,100,40
Maryland,Harford,2015,358,244,108,5,1,0,0,156,43
Maryland,Howard,2015,365,283,82,0,0,0,0,92,35
Maryland,Kent,2015,347,251,89,7,0,0,0,108,44
Maryland,Montgomery,2015,345,229,111,5,0,0,0,143,45
Maryland,Prince George's,2015,365,191,167,6,1,0,0,156,50
Maryland,Washington,2015,345,227,117,1,0,0,0,101,44
Massachusetts,Barnstable,2015,317,294,19,4,0,0,0,122,34
Massachusetts,Berkshire,2015,360,294,66,0,0,0,0,94,34
Massachusetts,Bristol,2015,365,305,55,5,0,0,0,122,37
Massachusetts,Dukes,2015,260,242,16,2,0,0,0,112,31
Massachusetts,Essex,2015,365,299,63,3,0,0,0,122,37
Massachusetts,Franklin,2015,365,288,77,0,0,0,0,100,37
Massachusetts,Hampden,2015,365,283,79,3,0,0,0,147,39
Massachusetts,Hampshire,2015,361,316,41,4,0,0,0,108,36
Massachusetts,Middlesex,2015,362,345,16,1,0,0,0,119,33
Massachusetts,Norfolk,2015,365,319,44,1,1,0,0,156,37
Massachusetts,Plymouth,2015,363,293,69,1,0,0,0,126,36
Massachusetts,Suffolk,2015,365,239,125,1,0,0,0,126,43
Massachusetts,Worcester,2015,365,307,58,0,0,0,0,93,37
Michigan,Allegan,2015,243,183,56,4,0,0,0,147,41
Michigan,Bay,2015,361,304,57,0,0,0,0,80,33
Michigan,Benzie,2015,183,160,21,2,0,0,0,108,39
Michigan,Berrien,2015,243,178,61,4,0,0,0,126,42
Michigan,Cass,2015,180,141,37,2,0,0,0,126,44
Michigan,Chippewa,2015,358,301,57,0,0,0,0,84,36
Michigan,Clinton,2015,182,161,21,0,0,0,0,100,39
Michigan,Genesee,2015,357,264,90,3,0,0,0,131,40
Michigan,Huron,2015,182,162,18,2,0,0,0,129,39
Michigan,Ingham,2015,364,282,80,2,0,0,0,107,40
Michigan,Kalamazoo,2015,359,264,94,1,0,0,0,101,41
Michigan,Kent,2015,365,259,103,2,1,0,0,153,40
Michigan,Keweenaw,2015,118,117,1,0,0,0,0,58,13
Michigan,Lenawee,2015,348,276,72,0,0,0,0,91,42
Michigan,Macomb,2015,241,174,61,5,1,0,0,165,43
Michigan,Manistee,2015,242,208,32,2,0,0,0,119,34
Michigan,Mason,2015,183,159,23,1,0,0,0,105,39
Michigan,Missaukee,2015,361,315,45,1,0,0,0,101,37
