county,state_name,lat,lng,population
Navajo,Arizona,35.3996,-110.3214,107110
Houston,Alabama,31.1532,-85.3025,107040
Platte,Missouri,39.3803,-94.7738,107033
Vigo,Indiana,39.4306,-87.39,106355
Monongalia,West Virginia,39.6303,-80.0466,105988
Flathead,Montana,48.2951,-114.0497,105950
Eau Claire,Wisconsin,44.7268,-91.286,105697
Woodbury,Iowa,42.3897,-96.0448,105526
Sumter,South Carolina,33.9162,-80.3822,105199
Walworth,Wisconsin,42.6685,-88.5419,105127
Franklin,Missouri,38.4111,-91.075,104858
Adams,Pennsylvania,39.8715,-77.2178,104604
Limestone,Alabama,34.8101,-86.9814,104199
Fond du Lac,Wisconsin,43.7536,-88.4883,104027
Cecil,Maryland,39.5712,-75.9407,103876
Wicomico,Maryland,38.3733,-75.6208,103815
Bay,Michigan,43.7075,-83.9924,103752
Macon,Illinois,39.86,-88.9616,103542
Etowah,Alabama,34.0453,-86.0348,103348
Whitfield,Georgia,34.8056,-84.9672,103033
Daviess,Kentucky,37.7318,-87.0873,102916
Tompkins,New York,42.452,-76.4736,102555
Highlands,Florida,27.3433,-81.341,102339
Nevada,California,39.3013,-120.7689,102322
Allen,Ohio,40.7715,-84.1058,102087
Maury,Tennessee,35.6169,-87.077,102002
Columbiana,Ohio,40.7684,-80.7772,101723
Hunt,Texas,33.1236,-96.0855,101596
Craven,North Carolina,35.1249,-77.0939,101098
Moore,North Carolina,35.3106,-79.4814,100759
DeKalb,Illinois,41.8935,-88.7703,100686
Dallas,Iowa,41.6849,-94.0398,100367
Laramie,Wyoming,41.307,-104.6895,100316
Garland,Arkansas,34.5767,-93.1504,100021
Cleveland,North Carolina,35.3341,-81.5555,99527
Montgomery,Virginia,37.1743,-80.3872,99373
Lenawee,Michigan,41.8951,-84.0664,99263
Roanoke,Virginia,37.2785,-79.958,99213
Grant,Washington,47.2057,-119.4518,99145
Sutter,California,39.0346,-121.6948,99101
Dubuque,Iowa,42.4688,-90.8825,98812
Madison,Tennessee,35.6081,-88.8385,98644
Story,Iowa,42.0362,-93.465,98573
Floyd,Georgia,34.2632,-85.2143,98541
Sevier,Tennessee,35.7846,-83.5242,98455
Burleigh,North Dakota,46.9775,-100.4687,98443
Bastrop,Texas,30.1036,-97.312,98435
Putnam,New York,41.4267,-73.7495,97942
Marshall,Alabama,34.367,-86.3066,97923
Sherburne,Minnesota,45.444,-93.7748,97820
Walton,Georgia,33.7816,-83.7339,97752
Ashtabula,Ohio,41.7072,-80.7482,97666
Lancaster,South Carolina,34.6867,-80.7054,97611
Portsmouth,Virginia,36.8453,-76.3554,97384
Lafourche,Louisiana,29.5662,-90.4256,97220
Franklin,Washington,46.5347,-118.899,96692
Roanoke,Virginia,37.2693,-80.068,96653
Fairbanks North Star,Alaska,64.8078,-146.5654,96299
Rogers,Oklahoma,36.3715,-95.6043,95870
Northeastern Connecticut,Connecticut,41.827,-71.9769,95687
Benton,Oregon,44.4918,-123.4293,95615
Cape May,New Jersey,39.1494,-74.8005,95456
Geauga,Ohio,41.4996,-81.1786,95455
Grand Traverse,Michigan,44.6687,-85.5605,95315
Nash,North Carolina,35.9673,-77.9864,95015
Suffolk,Virginia,36.6953,-76.6398,94856
Lauderdale,Alabama,34.9014,-87.654,94329
Cabell,West Virginia,38.4203,-82.2417,93965
St. Croix,Wisconsin,45.034,-92.4526,93752
Rockdale,Georgia,33.6542,-84.0266,93641
Steuben,New York,42.2678,-77.3838,93584
Pottawattamie,Iowa,41.3366,-95.5423,93543
Liberty,Texas,30.1516,-94.8122,93523
Calvert,Maryland,38.5434,-76.5687,93244
Campbell,Kentucky,38.9465,-84.3795,93122
Madison,Kentucky,37.7202,-84.278,92955
Tuscarawas,Ohio,40.4409,-81.4737,92840
Bowie,Texas,33.4458,-94.4234,92747
Frederick,Virginia,39.2046,-78.2626,92007
Ozaukee,Wisconsin,43.384,-87.9509,91745
St. Clair,Alabama,33.7157,-86.3146,91719
Nassau,Florida,30.6107,-81.8019,91538
Northumberland,Pennsylvania,40.852,-76.7095,91340
Wayne,New York,43.1566,-77.0294,91324
Victoria,Texas,28.7964,-96.9715,91209
Rockingham,North Carolina,36.396,-79.775,91209
Mendocino,California,39.4402,-123.3915,91145
Grafton,New Hampshire,43.9407,-71.8208,90836
Twin Falls,Idaho,42.356,-114.6672,90592
Christian,Missouri,36.9696,-93.1889,89568
Dodge,Wisconsin,43.4163,-88.7075,89032
Lapeer,Michigan,43.0901,-83.2218,88687
Cullman,Alabama,34.1319,-86.8676,88284
Josephine,Oregon,42.3655,-123.5555,87994
Lincoln,North Carolina,35.4856,-81.2235,87933
Burke,North Carolina,35.7496,-81.7048,87799
Elmore,Alabama,32.5966,-86.1492,87694
Polk,Oregon,44.9035,-123.4132,87600
Bannock,Idaho,42.6685,-112.2246,87434
Angelina,Texas,31.2548,-94.6119,86608
Island,Washington,48.163,-122.5481,86510
Muskingum,Ohio,39.9654,-81.9444,86393
Jefferson,Wisconsin,43.0208,-88.7759,85932
Lawrence,Pennsylvania,40.9912,-80.3347,85907
Newport,Rhode Island,41.5568,-71.2363,85442
Dougherty,Georgia,31.5335,-84.2164,85038
Orange,Texas,30.1213,-93.8939,84761
Glynn,Georgia,31.2309,-81.5407,84566
Buchanan,Missouri,39.6598,-94.8059,84544
Cascade,Montana,47.308,-111.347,84423
Barrow,Georgia,33.9932,-83.7127,84399
Wood,West Virginia,39.2112,-81.515,84272
Orangeburg,South Carolina,33.439,-80.8003,84159
Rockingham,Virginia,38.512,-78.8757,83905
Crawford,Pennsylvania,41.6847,-80.1062,83876
Chemung,New York,42.1413,-76.76,83584
Midland,Michigan,43.6468,-84.3881,83503
Howard,Indiana,40.4836,-86.1169,83452
Indiana,Pennsylvania,40.652,-79.0876,83394
Lee,Mississippi,34.2899,-88.6804,83343
Coryell,Texas,31.3909,-97.7993,82927
Lewis,Washington,46.5778,-122.3927,82663
Henderson,Texas,32.2119,-95.8536,82627
St. Landry,Louisiana,30.5989,-92.0058,82574
Bullitt,Kentucky,37.9701,-85.6959,82482
Bartholomew,Indiana,39.206,-85.8976,82371
Wagoner,Oklahoma,35.9611,-95.5212,82269
Payne,Oklahoma,36.0773,-96.9756,82058
Leavenworth,Kansas,39.1993,-95.038,82050
Monroe,Florida,25.3192,-81.1089,82044
Yuba,California,39.269,-121.3513,81705
Cape Girardeau,Missouri,37.384,-89.6845,81703
Manitowoc,Wisconsin,44.12,-87.8097,81242
Talladega,Alabama,33.3801,-86.1659,81105
Caldwell,North Carolina,35.953,-81.5464,80716
Kosciusko,Indiana,41.2441,-85.8607,80442
Floyd,Indiana,38.3187,-85.907,80191
Hancock,Indiana,39.8236,-85.7732,80170
Putnam,Tennessee,36.1408,-85.4952,80157
Umatilla,Oregon,45.5919,-118.7369,79904
Clinton,New York,44.7462,-73.6782,79839
Bulloch,Georgia,32.3968,-81.7432,79829
Bedford,Virginia,37.3152,-79.5242,79761
Clearfield,Pennsylvania,41,-78.4742,79707
Natrona,Wyoming,42.9622,-106.7986,79506
Clinton,Michigan,42.9437,-84.6015,79249
Lynchburg,Virginia,37.4003,-79.1909,79166
Chelan,Washington,47.8692,-120.619,79076
James City,Virginia,37.3289,-76.7789,78818
Oconee,South Carolina,34.7535,-83.0659,78775
Sullivan,New York,41.7164,-74.7681,78725
Wilson,North Carolina,35.7051,-77.9187,78667
Forrest,Mississippi,31.1889,-89.2579,77917
Augusta,Virginia,38.1644,-79.1339,77433
Anderson,Tennessee,36.1185,-84.1985,77337
Clallam,Washington,48.0493,-123.9308,77333
Walker,Texas,30.739,-95.5723,77182
White,Arkansas,35.2563,-91.7456,77118
Jackson,Georgia,34.1339,-83.5664,77033
Cattaraugus,New York,42.2486,-78.6788,77000
Ross,Ohio,39.3376,-83.057,76957
Cole,Missouri,38.5054,-92.2816,76890
Chatham,North Carolina,35.7026,-79.2554,76754
Walton,Florida,30.6436,-86.1697,76618
Valencia,New Mexico,34.7155,-106.809,76613
Cheshire,New Hampshire,42.9193,-72.2512,76610
Cayuga,New York,42.9175,-76.5545,76171
Grays Harbor,Washington,47.1503,-123.7735,75672
Van Buren,Michigan,42.2513,-86.0188,75636
Erie,Ohio,41.3641,-82.6194,75299
Hancock,Ohio,41.0019,-83.6665,75072
Raleigh,West Virginia,37.7714,-81.2487,74303
Lonoke,Arkansas,34.7543,-91.8888,74292
Wood,Wisconsin,44.4553,-90.0416,74138
Vermilion,Illinois,40.1834,-87.7328,74113
Tooele,Utah,40.4487,-113.1311,74032
Broomfield,Colorado,39.9541,-105.0527,73946
Somerset,Pennsylvania,39.9725,-79.0283,73802
Scioto,Ohio,38.8039,-82.9929,73716
Putnam,Florida,29.6087,-81.7443,73604
Kauai,Hawaii,22.04,-159.5961,73511
Robertson,Tennessee,36.5255,-86.8706,73297
Fauquier,Virginia,38.7386,-77.8092,73290
Lea,New Mexico,32.7921,-103.4125,73103
Grand Forks,North Dakota,47.9219,-97.4569,72927
Christian,Kentucky,36.8941,-87.4904,72766
Lauderdale,Mississippi,32.4043,-88.6625,72741
Pottawatomie,Oklahoma,35.2066,-96.9484,72734
Riley,Kansas,39.2966,-96.7352,72105
Creek,Oklahoma,35.9026,-96.3708,72076
McKinley,New Mexico,35.5807,-108.2618,72073
Morgan,Indiana,39.4816,-86.4462,71757
DeKalb,Alabama,34.4598,-85.8041,71680
Lewis and Clark,Montana,47.1224,-112.3904,71487
Surry,North Carolina,36.4146,-80.688,71429
Boone,Indiana,40.0508,-86.4687,71235
Franklin,Massachusetts,42.5831,-72.5918,70980
Greene,Tennessee,36.1753,-82.8458,70399
Portage,Wisconsin,44.476,-89.5014,70281
York,Virginia,37.2431,-76.5635,70238
Wise,Texas,33.2159,-97.6545,70062
Iberia,Louisiana,29.8967,-91.7308,69958
Columbia,Florida,30.2242,-82.6215,69832
Franklin,North Carolina,36.0828,-78.2857,69680
Ward,North Dakota,48.2217,-101.5418,69532
Troup,Georgia,33.0335,-85.0284,69527
Klamath,Oregon,42.6864,-121.6501,69506
Greenwood,South Carolina,34.1537,-82.1259,69309
Harrison,Texas,32.5481,-94.3715,69098
Blue Earth,Minnesota,44.0346,-94.067,69022
San Patricio,Texas,28.0092,-97.5188,68942
Carteret,North Carolina,34.8357,-76.6589,68353
Allegany,Maryland,39.6214,-78.6976,68161
Shiawassee,Michigan,42.9537,-84.1467,68124
Walker,Georgia,34.7356,-85.301,68065
Catoosa,Georgia,34.9036,-85.1382,68052
Lake,California,39.1,-122.7534,68024
Madison,New York,42.9128,-75.6696,68020
Oldham,Kentucky,38.3994,-85.4483,67997
Otero,New Mexico,32.6132,-105.7414,67850
Butler,Kansas,37.7812,-96.839,67618
McCracken,Kentucky,37.054,-88.7128,67573
Laurens,South Carolina,34.4834,-82.0057,67456
Spalding,Georgia,33.2609,-84.2841,67415
Aroostook,Maine,46.6589,-68.5989,67237
Rice,Minnesota,44.3543,-93.2967,67152
Jones,Mississippi,31.6225,-89.1688,67152
Williamson,Illinois,37.7303,-88.9299,67120
Jefferson,Arkansas,34.2683,-91.9304,66934
Montcalm,Michigan,43.311,-85.1525,66901
St. Francois,Missouri,37.8103,-90.4723,66814
Ionia,Michigan,42.9451,-85.0746,66663
Muskogee,Oklahoma,35.6162,-95.3795,66606
Grant,Indiana,40.5158,-85.6547,66560
Crow Wing,Minnesota,46.4824,-94.0709,66558
Belmont,Ohio,40.0158,-80.9885,66554
Wayne,Indiana,39.8644,-85.0099,66522
Marquette,Michigan,46.4313,-87.6416,66376
Chippewa,Wisconsin,45.0694,-91.2799,66254
Wilkes,North Carolina,36.2062,-81.163,66125
Apache,Arizona,35.3955,-109.4888,66054
Mason,Washington,47.3483,-123.193,66053
Harrison,West Virginia,39.2835,-80.3799,65862
Lincoln,South Dakota,43.2789,-96.7218,65801
Kershaw,South Carolina,34.3388,-80.5902,65779
Starr,Texas,26.5621,-98.7387,65716
Warren,New York,43.561,-73.846,65684
Sauk,Wisconsin,43.4267,-89.9482,65664
Adams,Illinois,39.9879,-91.1885,65583
Liberty,Georgia,31.8282,-81.4949,65550
Armstrong,Pennsylvania,40.8121,-79.4646,65538
Tehama,California,40.1256,-122.2341,65484
Marion,Ohio,40.5872,-83.1609,65366
Effingham,Georgia,32.3674,-81.3414,65314
Clay,Minnesota,46.8923,-96.4906,65307
Jefferson,Ohio,40.385,-80.761,65280
Pulaski,Kentucky,37.1039,-84.5772,65145
Carbon,Pennsylvania,40.9182,-75.7089,65018
Walker,Alabama,33.8033,-87.2973,64978
Isabella,Michigan,43.6406,-84.8468,64938
Columbia,Pennsylvania,41.0486,-76.4052,64924
Coos,Oregon,43.1742,-124.0594,64908
Salem,New Jersey,39.5876,-75.3491,64840
Nacogdoches,Texas,31.616,-94.6159,64768
San Benito,California,36.6057,-121.075,64753
Chaves,New Mexico,33.3633,-104.4669,64701
Rutherford,North Carolina,35.4026,-81.9198,64680
Hamblen,Tennessee,36.2171,-83.2667,64531
Lamar,Mississippi,31.206,-89.5087,64425
Warrick,Indiana,38.0922,-87.2721,64065
Belknap,New Hampshire,43.5179,-71.4227,63914
Georgetown,South Carolina,33.4343,-79.3327,63594
Lee,North Carolina,35.4752,-79.1715,63560
Pope,Arkansas,35.4479,-93.0345,63475
Union,Ohio,40.2994,-83.3716,63411
Darlington,South Carolina,34.3325,-79.9577,63025
Stanly,North Carolina,35.3119,-80.251,62723
Knox,Ohio,40.3988,-82.4215,62657
Barry,Michigan,42.595,-85.309,62581
Hall,Nebraska,40.8726,-98.5022,62575
Hood,Texas,32.4299,-97.8323,62459
Garfield,Oklahoma,36.3791,-97.7827,62456
Laurel,Kentucky,37.1107,-84.1178,62442
Haywood,North Carolina,35.556,-82.9822,62152
Walla Walla,Washington,46.2298,-118.4784,62150
Livingston,New York,42.728,-77.7755,61980
Reno,Kansas,37.953,-98.086,61881
Garfield,Colorado,39.5993,-107.904,61683
Pender,North Carolina,34.5249,-77.9052,61592
Cumberland,Tennessee,35.9504,-84.9984,61552
Columbia,New York,42.2501,-73.6318,61469
Washington,New York,43.3137,-73.4308,61310
Athens,Ohio,39.3339,-82.0452,61276
Eddy,New Mexico,32.4714,-104.3044,61264
Granville,North Carolina,36.304,-78.6527,61161
Tipton,Tennessee,35.4973,-89.7566,61116
St. Joseph,Michigan,41.9144,-85.5278,60887
Crawford,Arkansas,35.5881,-94.2428,60593
Rutland,Vermont,43.5801,-73.0363,60585
Pittsylvania,Virginia,36.8213,-79.3971,60541
Herkimer,New York,43.4193,-74.9624,60293
Lincoln,Missouri,39.058,-90.96,60172
Bradford,Pennsylvania,41.7887,-76.5154,60159
Otter Tail,Minnesota,46.4088,-95.708,60072
Van Zandt,Texas,32.5637,-95.8365,60053
Washington,Vermont,44.2736,-72.6148,59768
Otsego,New York,42.6338,-75.0326,59678
Washington,Ohio,39.4553,-81.4953,59639
Mercer,West Virginia,37.4055,-81.1114,59530
Lyon,Nevada,39.0206,-119.189,59435
Sampson,North Carolina,34.9916,-78.3714,59317
Kenai Peninsula,Alaska,60.2654,-151.5651,59235
Blount,Alabama,33.9809,-86.5674,59077
Newton,Missouri,36.9055,-94.3393,59019
Pike,Pennsylvania,41.332,-75.0338,58996
Sandusky,Ohio,41.3561,-83.1465,58885
Russell,Alabama,32.2884,-85.1849,58849
Pickaway,Ohio,39.6419,-83.0244,58809
Autauga,Alabama,32.5349,-86.6427,58761
Lowndes,Mississippi,33.4729,-88.4433,58547
Huron,Ohio,41.1463,-82.598,58518
Box Elder,Utah,41.521,-113.0821,58291
Oxford,Maine,44.4999,-70.7566,58276
Columbia,Wisconsin,43.4666,-89.3337,58272
Carson City,Nevada,39.1511,-119.7476,58249
Genesee,New York,43.0009,-78.1937,58204
Pike,Kentucky,37.4691,-82.3958,58196
Coffee,Tennessee,35.4906,-86.0748,58080
Anderson,Texas,31.8133,-95.6525,58077
Iron,Utah,37.8592,-113.2895,58068
Jefferson,West Virginia,39.3076,-77.8628,58043
Lawrence,Ohio,38.5984,-82.5368,57994
Windsor,Vermont,43.5799,-72.5862,57832
Maverick,Texas,28.7426,-100.3145,57806
Gordon,Georgia,34.5032,-84.8759,57785
Acadia,Louisiana,30.2906,-92.412,57674
Waller,Texas,30.0108,-95.9876,57463
Putnam,West Virginia,38.5086,-81.909,57347
Scott,Kentucky,38.2916,-84.5839,57286
Colbert,Alabama,34.7005,-87.8049,57270
Vermilion,Louisiana,29.8465,-92.3242,57202
Hawkins,Tennessee,36.4412,-82.9447,57107
Chisago,Minnesota,45.5025,-92.9083,56927
Hardin,Texas,30.3324,-94.3902,56576
Pearl River,Mississippi,30.7688,-89.5896,56351
Carter,Tennessee,36.2928,-82.1275,56315
Taney,Missouri,36.6548,-93.0411,56202
Cherokee,South Carolina,35.0481,-81.6206,56200
Marion,West Virginia,39.51,-80.2434,56194
Lafayette,Mississippi,34.3568,-89.4849,56172
La Plata,Colorado,37.2866,-107.8433,55983
Hancock,Maine,44.6647,-68.3584,55851
Eagle,Colorado,39.6278,-106.6953,55650
Whiteside,Illinois,41.7562,-89.9141,55569
Campbell,Virginia,37.2053,-79.0966,55518
Loudon,Tennessee,35.7348,-84.3119,55507
Grady,Oklahoma,35.0169,-97.8841,55314
Camden,Georgia,30.9306,-81.6699,55105
Lenoir,North Carolina,35.2388,-77.6413,55071
Seneca,Ohio,41.1239,-83.1277,55062
Jefferson,Tennessee,36.051,-83.4463,55017
Tuolumne,California,38.0276,-119.9548,54993
Franklin,Virginia,36.992,-79.8811,54838
Dickson,Tennessee,36.149,-87.3567,54563
Watauga,North Carolina,36.2311,-81.6964,54540
Saline,Kansas,38.7838,-97.65,54160
Johnson,Missouri,38.7441,-93.8064,54025
Washington,Virginia,36.7244,-81.9598,53985
Roane,Tennessee,35.8479,-84.5232,53777
Pulaski,Missouri,37.8246,-92.2076,53726
Elko,Nevada,41.1458,-115.3577,53600
Coffee,Alabama,31.4027,-85.9882,53559
McMinn,Tennessee,35.4248,-84.6175,53532
Boone,Illinois,42.3231,-88.8234,53459
Gila,Arizona,33.7997,-110.8116,53419
Jessamine,Kentucky,37.872,-84.5809,53381
Fulton,New York,43.1138,-74.4222,53280
Tuscola,Michigan,43.4641,-83.4167,53218
Jackson,Illinois,37.7851,-89.3821,53176
Columbia,Oregon,45.9438,-123.0883,52865
Navarro,Texas,32.047,-96.4725,52834
Worcester,Maryland,38.2128,-75.334,52827
Culpeper,Virginia,38.486,-77.9558,52822
Kerr,Texas,30.0615,-99.35,52810
Rusk,Texas,32.1077,-94.7618,52755
Warren,Iowa,41.3343,-93.5615,52709
Grundy,Illinois,41.2851,-88.4185,52624
Jackson,Alabama,34.7795,-85.9994,52618
Hoke,North Carolina,35.0175,-79.2373,52612
Washington,Oklahoma,36.7152,-95.9044,52579
Ashland,Ohio,40.846,-82.2707,52522
Madison,Idaho,43.7841,-111.6592,52487
Calumet,Wisconsin,44.0816,-88.2181,52361
St. Charles,Louisiana,29.9055,-90.3582,52191
St. Martin,Louisiana,30.1291,-91.6083,51856
Grant,Wisconsin,42.8675,-90.7062,51842
Waupaca,Wisconsin,44.4705,-88.9648,51822
Harrisonburg,Virginia,38.4362,-78.8735,51784
Darke,Ohio,40.1332,-84.6193,51751
Nye,Nevada,38.0422,-116.4718,51698
Ogle,Illinois,42.0426,-89.3207,51672
Cass,Michigan,41.9154,-85.9935,51604
Franklin,Kentucky,38.2392,-84.877,51475
Medina,Texas,29.3557,-99.1101,51432
Oktibbeha,Mississippi,33.4249,-88.8793,51388
Wayne,Pennsylvania,41.6487,-75.3033,51227
Columbus,North Carolina,34.2657,-78.655,50827
Cherokee,Texas,31.837,-95.1652,50824
Henry,Virginia,36.6828,-79.874,50760
Dearborn,Indiana,39.1452,-84.9732,50709
Carroll,New Hampshire,43.8738,-71.2031,50679
Bristol,Rhode Island,41.7173,-71.284,50658
Somerset,Maine,45.5139,-69.9589,50656
Polk,Texas,30.7927,-94.83,50536
Bedford,Tennessee,35.5138,-86.4589,50533
Venango,Pennsylvania,41.401,-79.758,50475
Gibson,Tennessee,35.9966,-88.9326,50455
Wilson,Texas,29.174,-98.0866,50381
Lincoln,Oregon,44.642,-123.8682,50334
Queen Anne's,Maryland,39.068,-76.02,50316
Lamar,Texas,33.6673,-95.5712,50149
Newaygo,Michigan,43.5542,-85.8009,50130
Buffalo,Nebraska,40.8552,-99.075,50103
Franklin,Vermont,44.8576,-72.9131,50101
Logan,Oklahoma,35.9193,-97.4433,49919
Winona,Minnesota,43.9869,-91.7792,49792
Knox,Illinois,40.9318,-90.2132,49751
Burnet,Texas,30.7884,-98.1823,49684
Montgomery,New York,42.9023,-74.4397,49624
Douglas,Nevada,38.9123,-119.6162,49476
Dale,Alabama,31.4318,-85.611,49455
Laurens,Georgia,32.4636,-82.9222,49407
Atascosa,Texas,28.8935,-98.5272,49403
Duplin,North Carolina,34.9365,-77.933,49312
Henry,Illinois,41.3531,-90.1314,49157
St. Mary,Louisiana,29.7207,-91.4486,49114
Fremont,Colorado,38.4731,-105.4395,49107
Edgecombe,North Carolina,35.9129,-77.5971,49067
Henry,Indiana,39.9311,-85.3964,48913
Halifax,North Carolina,36.2574,-77.6517,48772
Le Flore,Oklahoma,34.9003,-94.7034,48525
Vernon,Louisiana,31.1083,-93.1843,48452
Tioga,New York,42.1703,-76.3063,48344
Curry,New Mexico,34.5742,-103.347,48327
Lincoln,Louisiana,32.6016,-92.6649,48323
Bingham,Idaho,43.2166,-112.3981,48253
Boyd,Kentucky,38.3596,-82.6878,48242
Carter,Oklahoma,34.2509,-97.2858,48202
Shelby,Ohio,40.3316,-84.2048,48145
Shelby,Kentucky,38.2155,-85.1948,48105
Greene,New York,42.2765,-74.1227,48067
Bonner,Idaho,48.3,-116.6011,47976
Crittenden,Arkansas,35.2057,-90.3078,47945
Santa Cruz,Arizona,31.526,-110.8465,47838
Jackson,Florida,30.7954,-85.2155,47704
Goodhue,Minnesota,44.4097,-92.7229,47697
Val Verde,Texas,29.8929,-101.1517,47693
Bedford,Pennsylvania,40.0065,-78.4903,47613
Franklin,New York,44.5929,-74.3038,47459
Noble,Indiana,41.3986,-85.4175,47431
Cherokee,Oklahoma,35.9067,-94.9997,47412
Allegany,New York,42.2574,-78.0276,47222
Whitman,Washington,46.9012,-117.523,47141
Chenango,New York,42.4935,-75.6116,47096
Coles,Illinois,39.5203,-88.2218,47076
Chambers,Texas,29.7384,-94.61,47037
Campbell,Wyoming,44.2482,-105.5482,46857
Nelson,Kentucky,37.8052,-85.466,46779
Stevens,Washington,48.3991,-117.8552,46774
Cortland,New York,42.595,-76.0703,46755
Barron,Wisconsin,45.4237,-91.8483,46683
Bryan,Oklahoma,33.9623,-96.2598,46528
Monroe,Tennessee,35.4427,-84.2527,46489
Clinton,Iowa,41.898,-90.532,46488
Habersham,Georgia,34.631,-83.5311,46326
Charlottesville,Virginia,38.0375,-78.4855,46289
Beltrami,Minnesota,47.9738,-94.9377,46274
Auglaize,Ohio,40.5609,-84.2217,46263
Jackson,Indiana,38.9064,-86.0375,46212
Marshall,Indiana,41.3248,-86.2618,46208
Monroe,Wisconsin,43.9457,-90.6178,46208
Mifflin,Pennsylvania,40.6104,-77.617,46146
Caldwell,Texas,29.8368,-97.6199,46141
Logan,Ohio,40.3885,-83.7658,46098
Hancock,Mississippi,30.4165,-89.489,46010
Osage,Oklahoma,36.6292,-96.3985,46004
Greene,Arkansas,36.1176,-90.5591,45954
Perry,Pennsylvania,40.3984,-77.2623,45941
Windham,Vermont,42.9906,-72.7139,45857
Colquitt,Georgia,31.1884,-83.7688,45813
Hillsdale,Michigan,41.8878,-84.5929,45698
Calaveras,California,38.2046,-120.5541,45674
Thomas,Georgia,30.8637,-83.9193,45665
Washington,Louisiana,30.8533,-90.0405,45514
Kendall,Texas,29.9447,-98.7115,45376
Wood,Texas,32.7864,-95.3821,45341
Hopkins,Kentucky,37.3088,-87.5408,45223
Dunn,Wisconsin,44.9466,-91.8964,45221
Chilton,Alabama,32.8479,-86.7188,45140
Polk,Wisconsin,45.4614,-92.4414,45128
Lawrence,Indiana,38.8412,-86.4835,45113
Itasca,Minnesota,47.5095,-93.6319,45054
Bryan,Georgia,32.0145,-81.4436,44995
Shelby,Indiana,39.5237,-85.7917,44940
Macoupin,Illinois,39.261,-89.9245,44907
Ravalli,Montana,46.0817,-114.1207,44876
Phelps,Missouri,37.8772,-91.7923,44843
Branch,Michigan,41.9161,-85.059,44795
Henderson,Kentucky,37.7958,-87.5729,44770
Beaufort,North Carolina,35.494,-76.8598,44711
Stokes,North Carolina,36.4019,-80.2397,44696
Delaware,New York,42.1981,-74.9665,44637
McDowell,North Carolina,35.6817,-82.0493,44629
Washington,Mississippi,33.2839,-90.9474,44604
Callaway,Missouri,38.8355,-91.926,44517
Barren,Kentucky,36.9656,-85.9337,44511
Stephenson,Illinois,42.3518,-89.6623,44482
Kittitas,Washington,47.1244,-120.6798,44424
Lawrence,Tennessee,35.2173,-87.3956,44377
Warren,Mississippi,32.3573,-90.852,44341
Shenandoah,Virginia,38.8583,-78.5708,44337
Jefferson,Pennsylvania,41.1282,-78.9994,44326
Holmes,Ohio,40.5612,-81.9293,44273
Huntingdon,Pennsylvania,40.4169,-77.9812,44123
Douglas,Wisconsin,46.4329,-91.9162,44092
Siskiyou,California,41.5927,-122.5404,44049
St. Bernard,Louisiana,29.8691,-89.5549,44038
Madison,Ohio,39.8942,-83.4005,43961
Suwannee,Florida,30.1956,-82.9915,43881
Kay,Oklahoma,36.818,-97.1439,43859
Baldwin,Georgia,33.0693,-83.2495,43778
Pittsburg,Oklahoma,34.9239,-95.7484,43758
Gadsden,Florida,30.5795,-84.6136,43746
Brown,Ohio,38.9338,-83.8673,43715
Kandiyohi,Minnesota,45.1524,-95.0047,43686
Dubois,Indiana,38.3643,-86.8798,43584
Chesterfield,South Carolina,34.6398,-80.1587,43536
Sullivan,New Hampshire,43.3613,-72.2221,43356
DeKalb,Indiana,41.3976,-84.9991,43312
Highland,Ohio,39.1847,-83.601,43285
Levy,Florida,29.3184,-82.7434,43268
Camden,Missouri,38.027,-92.766,43227
Douglas,Washington,47.7361,-119.6918,43189
Richmond,North Carolina,35.0059,-79.7479,43149
Stephens,Oklahoma,34.4856,-97.8515,43140
Pettis,Missouri,38.7283,-93.2851,43059
Coffee,Georgia,31.5493,-82.8492,43056
Davie,North Carolina,35.9291,-80.5445,43030
Polk,Georgia,34.0018,-85.1881,43019
Franklin,Tennessee,35.1551,-86.0922,42980
Cerro Gordo,Iowa,43.0816,-93.2608,42979
Muscatine,Iowa,41.4839,-91.1127,42968
Union,Pennsylvania,40.963,-77.0622,42908
Montrose,Colorado,38.4022,-108.2692,42823
Erath,Texas,32.2363,-98.2179,42788
Miller,Arkansas,33.3124,-93.8921,42682
Prince George,Virginia,37.1865,-77.2242,42634
Manassas,Virginia,38.7479,-77.4838,42620
Fulton,Ohio,41.6018,-84.1301,42602
Summit,Utah,40.8683,-110.9557,42524
Danville,Virginia,36.5831,-79.4088,42507
Vance,North Carolina,36.3649,-78.4079,42492
McClain,Oklahoma,35.0093,-97.4443,42393
Jackson,North Carolina,35.2876,-83.1408,42388
Okanogan,Washington,48.5488,-119.7408,42336
Mercer,Ohio,40.54,-84.6294,42321
Butler,Missouri,36.7164,-90.4066,42280
Fayette,Tennessee,35.197,-89.4141,42228
Ohio,West Virginia,40.0969,-80.6189,42224
Nez Perce,Idaho,46.3268,-116.7502,42200
Pierce,Wisconsin,44.7194,-92.4224,42187
Sweetwater,Wyoming,41.6595,-108.8796,42079
Clinton,Ohio,39.4149,-83.8084,42077
St. John the Baptist,Louisiana,30.1264,-90.4709,41986
Oconee,Georgia,33.835,-83.4371,41978
Crawford,Ohio,40.8508,-82.9198,41861
