county,state_name,lat,lng,population
Cooke,Texas,33.6393,-97.2126,41860
Marinette,Wisconsin,45.3834,-88.0337,41827
Baxter,Arkansas,36.2872,-92.3369,41801
Wharton,Texas,29.2779,-96.2221,41614
Gratiot,Michigan,43.2927,-84.6049,41534
Benton,Minnesota,45.6991,-93.9988,41300
Upshur,Texas,32.7363,-94.9415,41261
Isanti,Minnesota,45.5615,-93.2951,41257
Tallapoosa,Alabama,32.8624,-85.7975,41251
Tift,Georgia,31.4574,-83.5266,41247
Clatsop,Oregon,45.995,-123.6557,41190
Tioga,Pennsylvania,41.7722,-77.2543,41186
Cheatham,Tennessee,36.2611,-87.0868,41184
Warren,Tennessee,35.6787,-85.7785,41163
Preble,Ohio,39.7415,-84.648,40929
Shawano,Wisconsin,44.7892,-88.7654,40848
Warren,Virginia,38.9087,-78.2085,40800
Delaware,Oklahoma,36.4082,-94.8026,40791
Sanilac,Michigan,43.4236,-82.8203,40759
Knox,Maine,44.141,-69.1686,40729
Amador,California,38.4464,-120.6511,40577
Fayette,West Virginia,38.0288,-81.0811,40545
McKean,Pennsylvania,41.8076,-78.569,40459
Pasquotank,North Carolina,36.2955,-76.2843,40454
Tazewell,Virginia,37.125,-81.5606,40392
Ottawa,Ohio,41.5379,-83.1435,40367
LaGrange,Indiana,41.6426,-85.4265,40364
Mississippi,Arkansas,35.7624,-90.0522,40361
Wyoming,New York,42.7024,-78.2244,40338
Rio Arriba,New Mexico,36.5096,-106.6931,40285
Orleans,New York,43.2521,-78.2312,40148
Mecosta,Michigan,43.6408,-85.3246,40128
Pike,Mississippi,31.1748,-90.4042,40098
Mower,Minnesota,43.6715,-92.7525,40082
Murray,Georgia,34.7884,-84.7481,40063
Marshall,Iowa,42.0358,-92.9988,40049
Howell,Missouri,36.774,-91.8865,39960
Hendry,Florida,26.5535,-81.1659,39902
Latah,Idaho,46.8162,-116.7117,39872
Okeechobee,Florida,27.3864,-80.8886,39870
Snyder,Pennsylvania,40.7698,-77.0702,39797
Waldo,Maine,44.5028,-69.1454,39772
Harrison,Indiana,38.1951,-86.1115,39684
Sequoyah,Oklahoma,35.4953,-94.7552,39538
Avoyelles,Louisiana,31.0763,-92.0014,39529
Fremont,Wyoming,43.0405,-108.6304,39402
Campbell,Tennessee,36.4035,-84.1494,39397
Mayes,Oklahoma,36.3019,-95.2307,39324
Webster,Missouri,37.2809,-92.8759,39265
Person,North Carolina,36.39,-78.9718,39131
Douglas,Minnesota,45.9338,-95.4535,39081
Williams,North Dakota,48.3437,-103.4802,39076
Jim Wells,Texas,27.7314,-98.0899,39060
Oconto,Wisconsin,45.0264,-88.2697,39048
Crawford,Kansas,37.5073,-94.8518,39012
Wayne,West Virginia,38.1459,-82.427,38933
Isle of Wight,Virginia,36.8912,-76.7259,38898
Gloucester,Virginia,37.416,-76.5434,38875
Des Moines,Iowa,40.9232,-91.1815,38824
Union,Arkansas,33.1713,-92.5972,38815
Champaign,Ohio,40.1377,-83.7696,38715
Colleton,South Carolina,32.8637,-80.667,38561
Susquehanna,Pennsylvania,41.8214,-75.8007,38540
Warren,Pennsylvania,41.8145,-79.2741,38492
Graham,Arizona,32.9326,-109.8875,38453
Woodford,Illinois,40.7883,-89.2113,38414
Guernsey,Ohio,40.052,-81.4943,38409
Dallas,Alabama,32.326,-87.1065,38326
Defiance,Ohio,41.3239,-84.4905,38300
Brown,South Dakota,45.5898,-98.3516,38278
Lawrence,Missouri,37.1064,-93.833,38231
Finney,Kansas,38.0443,-100.737,38187
Brown,Texas,31.7742,-98.9998,38159
Pontotoc,Oklahoma,34.728,-96.6844,38116
Louisa,Virginia,37.9786,-77.963,38106
Scott,Missouri,37.053,-89.5686,38055
Montgomery,Indiana,40.0404,-86.8933,38018
Newberry,South Carolina,34.2898,-81.6001,37918
Independence,Arkansas,35.7416,-91.5697,37910
Clinton,Pennsylvania,41.234,-77.6385,37860
Cass,Indiana,40.7615,-86.346,37820
Franklin,Illinois,37.9923,-88.9242,37810
Jasper,Iowa,41.686,-93.0538,37808
Oneida,Wisconsin,45.7055,-89.5218,37799
Talbot,Maryland,38.7714,-76.0971,37663
Boone,Arkansas,36.3086,-93.0915,37662
Marion,Illinois,38.6496,-88.919,37543
Covington,Alabama,31.2485,-86.4513,37542
Albany,Wyoming,41.6546,-105.7238,37525
Clarion,Pennsylvania,41.1924,-79.421,37489
Natchitoches,Louisiana,31.7234,-93.0962,37478
Addison,Vermont,44.0309,-73.1408,37434
Houghton,Michigan,46.8976,-88.6875,37414
Steele,Minnesota,44.0223,-93.2261,37396
Calloway,Kentucky,36.621,-88.2723,37345
Bennington,Vermont,43.0354,-73.0932,37326
Essex,New York,44.1172,-73.7726,37314
Yadkin,North Carolina,36.1605,-80.6652,37280
Dodge,Nebraska,41.5779,-96.654,37175
Dare,North Carolina,35.7824,-75.7988,37160
Macon,North Carolina,35.1505,-83.4222,37088
Green,Wisconsin,42.68,-89.6022,37066
Jefferson,Illinois,38.3005,-88.924,37043
Hopkins,Texas,33.1496,-95.5639,37008
Clinton,Illinois,38.6065,-89.4225,36998
Webster,Iowa,42.4279,-94.1818,36986
Williams,Ohio,41.5603,-84.5881,36973
Putnam,Indiana,39.6663,-86.845,36942
Okmulgee,Oklahoma,35.6466,-95.9643,36900
Clark,Kentucky,37.9708,-84.1474,36897
Sagadahoc,Maine,43.9598,-69.8546,36868
Delta,Michigan,45.9193,-86.9241,36839
Dyer,Tennessee,36.0592,-89.4137,36818
Webster,Louisiana,32.7135,-93.335,36761
Escambia,Alabama,31.1262,-87.1615,36755
McLeod,Minnesota,44.8236,-94.2724,36727
Graves,Kentucky,36.7231,-88.6512,36701
Huntington,Indiana,40.8292,-85.4881,36699
Chippewa,Michigan,46.3053,-84.578,36670
Whitley,Kentucky,36.7581,-84.1452,36648
Coshocton,Ohio,40.3017,-81.9201,36629
Orange,Virginia,38.2461,-78.014,36593
Beauregard,Louisiana,30.6486,-93.3432,36553
Alexander,North Carolina,35.921,-81.177,36505
Carlton,Minnesota,46.5924,-92.677,36362
Matagorda,Texas,28.8212,-96.011,36251
Geary,Kansas,39.0024,-96.7525,36247
Cocke,Tennessee,35.9254,-83.1212,36186
Knox,Indiana,38.6891,-87.418,36148
Hill,Texas,31.9907,-97.1324,36138
Wise,Virginia,36.9752,-82.6212,36105
Laclede,Missouri,37.6583,-92.5903,36060
Fannin,Texas,33.5938,-96.1069,36052
Scotts Bluff,Nebraska,41.8506,-103.708,36048
Miami,Indiana,40.7695,-86.045,35952
Uintah,Utah,40.1248,-109.5186,35951
Ware,Georgia,31.0538,-82.4237,35917
Greenup,Kentucky,38.5457,-82.9223,35853
Adams,Indiana,40.7457,-84.9367,35827
Sioux,Iowa,43.0826,-96.1779,35815
Washington,Texas,30.2145,-96.4034,35807
Greene,Pennsylvania,39.8538,-80.2229,35781
Floyd,Kentucky,37.5571,-82.7457,35780
Livingston,Illinois,40.8916,-88.5577,35771
Warren,Missouri,38.7646,-91.1607,35729
Madison,Nebraska,41.9167,-97.6008,35538
Lincoln,Maine,44.0665,-69.5434,35466
Perry,Ohio,39.7372,-82.2361,35451
Lincoln,Tennessee,35.1405,-86.589,35365
Silver Bow,Montana,45.9024,-112.6567,35306
Wapello,Iowa,41.0306,-92.4095,35292
Becker,Minnesota,46.9346,-95.674,35202
Morrow,Ohio,40.5241,-82.7941,35049
Wasatch,Utah,40.3308,-111.1682,35009
Harris,Georgia,32.736,-84.9089,34914
Monroe,Illinois,38.2785,-90.1773,34905
Lincoln,Mississippi,31.5324,-90.454,34855
Alcorn,Mississippi,34.8808,-88.5803,34717
Clark,Wisconsin,44.7347,-90.6121,34703
Barry,Missouri,36.7099,-93.8291,34701
Cowley,Kansas,37.2377,-96.8375,34661
Brookings,South Dakota,44.3697,-96.7904,34631
Chambers,Alabama,32.9143,-85.392,34612
Effingham,Illinois,39.0598,-88.5899,34594
Marshall,Tennessee,35.4689,-86.765,34567
Lincoln,Nebraska,41.0477,-100.7453,34532
Steuben,Indiana,41.6439,-85.0008,34507
Howard,Texas,32.3062,-101.4356,34488
Taos,New Mexico,36.5783,-105.631,34475
Putnam,Ohio,41.0221,-84.1317,34400
Nicollet,Minnesota,44.3499,-94.2475,34380
Miami,Kansas,38.5635,-94.8381,34312
Whitley,Indiana,41.1394,-85.5051,34259
DeSoto,Florida,27.1864,-81.8095,34258
Scotland,North Carolina,34.8409,-79.4804,34222
Lee,Illinois,41.7461,-89.3003,34221
Platte,Nebraska,41.5713,-97.5211,34219
Ford,Kansas,37.6917,-99.888,34212
Preston,West Virginia,39.4693,-79.6682,34206
Monroe,Mississippi,33.8923,-88.4805,34168
Emmet,Michigan,45.5202,-84.8904,34072
Morrison,Minnesota,46.0126,-94.2684,34023
Halifax,Virginia,36.7669,-78.9366,34013
Marshall,Mississippi,34.7623,-89.5031,33980
Harvey,Kansas,38.0432,-97.4272,33959
Christian,Illinois,39.5458,-89.2773,33893
Pulaski,Virginia,37.0636,-80.7144,33841
Wexford,Michigan,44.3383,-85.5785,33766
Botetourt,Virginia,37.5571,-79.8124,33734
Lincoln,Oklahoma,35.703,-96.8809,33734
Wakulla,Florida,30.1673,-84.4007,33732
Fulton,Illinois,40.4728,-90.2075,33691
Seneca,New York,42.7811,-76.8238,33651
Marion,Iowa,41.3344,-93.0994,33487
Lee,Iowa,40.642,-91.4793,33442
Pickens,Georgia,34.4643,-84.4656,33439
Lumpkin,Georgia,34.5722,-84.0027,33405
Accomack,Virginia,37.7644,-75.6334,33367
Daviess,Indiana,38.7024,-87.072,33337
Caroline,Maryland,38.8717,-75.8316,33320
Petersburg,Virginia,37.2043,-77.3913,33261
Bureau,Illinois,41.4041,-89.5287,33203
Morton,North Dakota,46.7161,-101.2811,33192
Panola,Mississippi,34.3639,-89.9506,33157
Transylvania,North Carolina,35.2021,-82.7982,33131
Hot Spring,Arkansas,34.3177,-92.9461,33129
Lawrence,Alabama,34.5217,-87.311,33116
Jefferson,Indiana,38.7858,-85.4386,33057
Jasper,Indiana,41.023,-87.1161,33045
Jasper,Texas,30.744,-94.0251,33032
Rhea,Tennessee,35.6087,-84.9244,33031
Clinton,Indiana,40.3017,-86.4751,33020
Gibson,Indiana,38.3119,-87.5846,33006
Jefferson,Washington,47.7486,-123.5964,33006
Pike,Alabama,31.8027,-85.9409,32997
Greenbrier,West Virginia,37.9469,-80.453,32995
Stark,North Dakota,46.8107,-102.6551,32989
Lee,Georgia,31.7796,-84.1412,32968
Weakley,Tennessee,36.2983,-88.7178,32946
Morgan,Illinois,39.7156,-90.2015,32882
Lafayette,Missouri,39.0655,-93.7855,32858
Jackson,Ohio,39.0196,-82.6184,32563
Dorchester,Maryland,38.4829,-76.0126,32557
Hale,Texas,34.0705,-101.8269,32525
Logan,West Virginia,37.8313,-81.9354,32350
Evangeline,Louisiana,30.7289,-92.4059,32335
Henry,Tennessee,36.3318,-88.3013,32305
Jefferson Davis,Louisiana,30.2677,-92.8141,32277
Lyon,Kansas,38.4562,-96.1526,32182
Chester,South Carolina,34.692,-81.1595,32171
Juneau,Alaska,58.4546,-134.1733,32108
Claiborne,Tennessee,36.4859,-83.6604,32092
Franklin,Alabama,34.4417,-87.8437,32011
Polk,Missouri,37.6165,-93.4005,31877
Lassen,California,40.6736,-120.5943,31873
Marshall,Kentucky,36.8835,-88.3294,31706
Malheur,Oregon,43.1934,-117.6232,31538
Gilmer,Georgia,34.6912,-84.4556,31519
Lake,Montana,47.6459,-114.0894,31509
Huron,Michigan,43.8333,-83.019,31461
Montgomery,Kansas,37.1925,-95.7429,31448
Coos,New Hampshire,44.6896,-71.3056,31430
Amherst,Virginia,37.6048,-79.1452,31426
Jefferson,Idaho,43.8201,-112.3113,31383
Stone,Missouri,36.7469,-93.456,31314
Titus,Texas,33.2166,-94.9657,31301
Pontotoc,Mississippi,34.2254,-89.0374,31202
Caroline,Virginia,38.0267,-77.3472,31181
Sheridan,Wyoming,44.79,-106.8792,31176
Delta,Colorado,38.8614,-107.8629,31173
Clarendon,South Carolina,33.6658,-80.2164,31163
Adams,Nebraska,40.5245,-98.5012,31143
Polk,Minnesota,47.7739,-96.4019,31128
Washington,Maine,45.0307,-67.6287,31096
Wabash,Indiana,40.8457,-85.794,31032
McCurtain,Oklahoma,34.1154,-94.7713,31003
Clare,Michigan,43.9879,-84.8478,30998
Bee,Texas,28.4174,-97.7412,30977
Summit,Colorado,39.6342,-106.1164,30955
Greene,Indiana,39.0364,-86.9621,30900
Elk,Pennsylvania,41.4251,-78.6491,30886
Williamsburg,South Carolina,33.6199,-79.7277,30879
Kleberg,Texas,27.4337,-97.7273,30860
Freeborn,Minnesota,43.6738,-93.3488,30857
Vernon,Wisconsin,43.5939,-90.8344,30811
Muhlenberg,Kentucky,37.2158,-87.142,30735
Bolivar,Mississippi,33.7971,-90.8805,30688
Trempealeau,Wisconsin,44.304,-91.3585,30679
Obion,Tennessee,36.3582,-89.1488,30670
Hardin,Ohio,40.6616,-83.6595,30622
Boyle,Kentucky,37.6244,-84.8668,30613
Marshall,West Virginia,39.8606,-80.6634,30509
Powhatan,Virginia,37.5502,-77.9152,30503
Ottawa,Oklahoma,36.8355,-94.8104,30472
Caledonia,Vermont,44.4647,-72.1022,30418
Randolph,Illinois,38.0521,-89.8252,30413
Austin,Texas,29.887,-96.2779,30406
Madison,Georgia,34.1278,-83.209,30378
Mecklenburg,Virginia,36.6804,-78.3627,30367
Giles,Tennessee,35.2021,-87.0348,30317
Cass,Minnesota,46.9496,-94.3254,30288
Wayne,Georgia,31.5515,-81.9168,30277
Iberville,Louisiana,30.2586,-91.3495,30210
Knox,Kentucky,36.8906,-83.854,30207
Haralson,Georgia,33.7942,-85.211,30178
McPherson,Kansas,38.3917,-97.648,30085
Door,Wisconsin,44.9452,-87.3154,30038
Meade,South Dakota,44.5668,-102.7169,29970
Schoharie,New York,42.5882,-74.4421,29970
Meade,Kentucky,37.9697,-86.217,29964
Park,Wyoming,44.5205,-109.5879,29878
Franklin,Maine,44.974,-70.444,29839
Bladen,North Carolina,34.6146,-78.5637,29807
Smyth,Virginia,36.8438,-81.537,29799
Jasper,South Carolina,32.4375,-81.0317,29444
Grimes,Texas,30.5435,-95.9855,29442
Orange,Vermont,44.0056,-72.3768,29439
Adams,Mississippi,31.4829,-91.3535,29425
Sumter,Georgia,32.0399,-84.197,29378
Gallia,Ohio,38.8247,-82.3169,29276
Marion,South Carolina,34.0801,-79.3625,29212
Marion,Alabama,34.1366,-87.8871,29203
Mason,Michigan,43.9952,-86.25,29178
Carroll,Virginia,36.7316,-80.7339,29126
Pine,Minnesota,46.1208,-92.7413,29090
Decatur,Georgia,30.8783,-84.5791,29063
Morgan,Colorado,40.2627,-103.8097,29045
Ripley,Indiana,39.1035,-85.2624,28990
Neshoba,Mississippi,32.7535,-89.1176,28970
Ellis,Kansas,38.9147,-99.3173,28921
Alpena,Michigan,45.0348,-83.6282,28911
Hancock,West Virginia,40.5219,-80.5739,28907
Fayette,Ohio,39.5599,-83.4561,28901
Cherokee,North Carolina,35.1339,-84.0635,28868
Garrett,Maryland,39.5289,-79.2729,28856
Marion,Tennessee,35.1293,-85.6221,28852
Van Wert,Ohio,40.8554,-84.5861,28833
Sanpete,Utah,39.3739,-111.5763,28816
Le Sueur,Minnesota,44.3714,-93.7301,28795
Elmore,Idaho,43.354,-115.4693,28752
Glenn,California,39.5981,-122.3919,28657
Stoddard,Missouri,36.8556,-89.9443,28656
Cass,Texas,33.0775,-94.3435,28637
Currituck,North Carolina,36.405,-76.0079,28616
Palo Pinto,Texas,32.7532,-98.313,28569
Marion,Missouri,39.8059,-91.6224,28525
Codington,South Dakota,44.9779,-97.1886,28402
Lincoln,Wisconsin,45.3374,-89.7346,28402
Custer,Oklahoma,35.6388,-99.0015,28391
Jones,Georgia,33.0251,-83.5605,28382
Carroll,Tennessee,35.9732,-88.4503,28381
Carroll,Arkansas,36.341,-93.5382,28362
Montgomery,Illinois,39.231,-89.4789,28352
Monroe,Georgia,33.0139,-83.9187,28287
Wythe,Virginia,36.9171,-81.0787,28275
Fredericksburg,Virginia,38.2992,-77.4872,28258
Dillon,South Carolina,34.3915,-79.3789,28255
Copiah,Mississippi,31.8692,-90.4488,28210
Montgomery,Kentucky,38.0335,-83.9131,28188
Dunklin,Missouri,36.2721,-90.0909,28174
Wells,Indiana,40.7293,-85.2212,28167
White,Georgia,34.6464,-83.7471,28165
Perry,Kentucky,37.2443,-83.2215,28136
Washington,Indiana,38.6,-86.1053,28133
Hocking,Ohio,39.4971,-82.4792,28104
Winchester,Virginia,39.1735,-78.1746,28103
Tate,Mississippi,34.6503,-89.9448,28094
Dinwiddie,Virginia,37.0759,-77.6323,28057
Peach,Georgia,32.5688,-83.8269,28054
Logan,Illinois,40.1245,-89.3675,28027
Grant,New Mexico,32.7389,-108.3824,28006
Randolph,West Virginia,38.7748,-79.8758,28005
Baker,Florida,30.3311,-82.2846,27969
Scott,Mississippi,32.4064,-89.5376,27943
Leflore,Mississippi,33.5505,-90.3011,27920
Union,Mississippi,34.4905,-89.0038,27880
Jackson,West Virginia,38.8344,-81.6748,27868
Henderson,Tennessee,35.6542,-88.388,27845
Bradford,Florida,29.95,-82.1687,27816
San Jacinto,Texas,30.5795,-95.1669,27666
Upson,Georgia,32.8813,-84.2994,27638
Jennings,Indiana,38.9969,-85.6281,27610
Henry,Ohio,41.3339,-84.0682,27601
Adams,Ohio,38.8455,-83.4721,27509
Logan,Kentucky,36.8597,-86.8789,27498
Yazoo,Mississippi,32.7803,-90.3964,27467
Del Norte,California,41.7431,-123.8972,27462
Orleans,Vermont,44.829,-72.2436,27459
Fluvanna,Virginia,37.8419,-78.2773,27442
White,Tennessee,35.9264,-85.4552,27420
West Baton Rouge,Louisiana,30.4636,-91.3127,27377
McDonough,Illinois,40.4562,-90.6779,27370
Dawson,Georgia,34.4443,-84.1706,27355
Tillamook,Oregon,45.4636,-123.7126,27345
San Miguel,New Mexico,35.4805,-104.8158,27215
Cibola,New Mexico,34.9125,-107.9998,27211
Union,South Carolina,34.6895,-81.6191,27158
Pike,Ohio,39.0773,-83.0668,27151
Iroquois,Illinois,40.7473,-87.8243,27043
King George,Virginia,38.2733,-77.1572,26985
Mineral,West Virginia,39.4147,-78.9438,26957
Gillespie,Texas,30.3181,-98.9465,26953
Toombs,Georgia,32.1216,-82.3312,26946
Caddo,Oklahoma,35.1744,-98.3751,26910
Woodford,Kentucky,38.0424,-84.7436,26886
Hardin,Tennessee,35.1987,-88.1845,26824
De Soto,Louisiana,32.0554,-93.7373,26821
Carroll,Ohio,40.5796,-81.0897,26761
Ashe,North Carolina,36.4341,-81.5004,26759
Cass,Nebraska,40.9097,-96.1409,26749
Stephens,Georgia,34.554,-83.2932,26732
Oceana,Michigan,43.641,-86.2675,26707
Boone,Iowa,42.0365,-93.9316,26700
Juneau,Wisconsin,43.9246,-90.1138,26695
Lewis,New York,43.7851,-75.4486,26690
Mille Lacs,Minnesota,45.938,-93.6301,26680
Carter,Kentucky,38.3182,-83.0495,26671
Geneva,Alabama,31.0951,-85.8391,26647
Wasco,Oregon,45.16,-121.1678,26639
Harlan,Kentucky,36.8569,-83.218,26589
Marlboro,South Carolina,34.602,-79.6786,26585
Grayson,Kentucky,37.4608,-86.3439,26465
Elbert,Colorado,39.2865,-104.1357,26457
Decatur,Indiana,39.307,-85.5011,26432
Clay,Indiana,39.3928,-87.1158,26396
Union,Oregon,45.3102,-118.0088,26286
Wyoming,Pennsylvania,41.5184,-76.0164,26219
Edgefield,South Carolina,33.7722,-81.9664,26181
Charlevoix,Michigan,45.2995,-85.124,26174
Hart,Georgia,34.3509,-82.9642,26110
Grady,Georgia,30.8747,-84.2345,26075
Montezuma,Colorado,37.3386,-108.5966,26070
Taylor,Kentucky,37.3665,-85.3279,26056
Lawrence,South Dakota,44.3586,-103.7923,26047
Lamoille,Vermont,44.607,-72.6419,25977
Franklin,Kansas,38.5645,-95.2859,25968
Dickinson,Michigan,46.0092,-87.8703,25937
Johnson,Arkansas,35.5697,-93.4602,25925
McNairy,Tennessee,35.1755,-88.5636,25895
Simpson,Mississippi,31.9132,-89.9195,25889
Brown,Minnesota,44.2421,-94.7276,25880
Sunflower,Mississippi,33.6023,-90.5886,25867
Montgomery,North Carolina,35.3325,-79.9055,25839
Garvin,Oklahoma,34.7046,-97.3093,25806
Russell,Virginia,36.9339,-82.0954,25763
Cheboygan,Michigan,45.4463,-84.4999,25709
Benton,Iowa,42.0802,-92.0657,25652
Plymouth,Iowa,42.7378,-96.2141,25621
Staunton,Virginia,38.1593,-79.0611,25581
Payette,Idaho,44.0068,-116.7608,25571
Hardee,Florida,27.4927,-81.81,25528
Butts,Georgia,33.2879,-83.9572,25522
Hardeman,Tennessee,35.2068,-88.9931,25519
Mason,West Virginia,38.7697,-82.0266,25488
Pottawatomie,Kansas,39.379,-96.3424,25482
Barton,Kansas,38.479,-98.7565,25477
Gladwin,Michigan,43.9907,-84.3883,25461
Morehouse,Louisiana,32.8202,-91.8018,25438
Fannin,Georgia,34.8641,-84.3198,25436
Churchill,Nevada,39.5809,-118.3358,25409
Luna,New Mexico,32.1823,-107.7499,25393
Salem,Virginia,37.2864,-80.0554,25372
Macon,Tennessee,36.532,-86.0073,25365
Lyon,Minnesota,44.4135,-95.839,25352
Iosco,Michigan,44.3559,-83.6359,25319
Adair,Missouri,40.1906,-92.6007,25299
Todd,Minnesota,46.0706,-94.8976,25277
Posey,Indiana,38.0218,-87.8685,25226
Otsego,Michigan,45.0214,-84.599,25221
Lauderdale,Tennessee,35.7605,-89.6305,25171
Grant,Kentucky,38.6488,-84.6246,25085
Milam,Texas,30.7863,-96.9768,25080
Cherokee,Alabama,34.1759,-85.6038,25069
Manistee,Michigan,44.333,-86.0568,25058
Washington,Florida,30.6106,-85.6653,25014
Bremer,Iowa,42.7746,-92.3181,25012
Hickman,Tennessee,35.8032,-87.4733,24996
Crook,Oregon,44.1422,-120.3566,24987
Cleburne,Arkansas,35.5382,-92.0267,24948
Prentiss,Mississippi,34.6183,-88.5201,24945
Routt,Colorado,40.4851,-106.9913,24944
Goochland,Virginia,37.7221,-77.9158,24906
Chattooga,Georgia,34.475,-85.3453,24902
Union,Georgia,34.8341,-83.9907,24880
Barbour,Alabama,31.8696,-85.3932,24877
Audrain,Missouri,39.2157,-91.8416,24873
Cassia,Idaho,42.2839,-113.6001,24859
Miller,Missouri,38.2145,-92.4284,24855
Uvalde,Texas,29.3573,-99.7622,24833
Texas,Missouri,37.3173,-91.9651,24828
Jackson,Oklahoma,34.588,-99.4148,24776
Teller,Colorado,38.8824,-105.1617,24758
Yates,New York,42.6335,-77.1055,24713
Somerset,Maryland,38.1158,-75.7518,24672
Waushara,Wisconsin,44.1131,-89.2429,24672
Jefferson,Oregon,44.6294,-121.1761,24659
Randolph,Missouri,39.4401,-92.4971,24652
White,Indiana,40.7498,-86.8655,24630
Nicholas,West Virginia,38.2917,-80.7993,24624
Randolph,Indiana,40.1576,-85.0113,24586
Fayette,Texas,29.8768,-96.9198,24564
Rowan,Kentucky,38.1963,-83.4211,24551
George,Mississippi,30.8626,-88.644,24547
Jerome,Idaho,42.6899,-114.2639,24474
Scott,Indiana,38.6851,-85.7475,24403
Abbeville,South Carolina,34.2226,-82.4593,24368
Marion,Mississippi,31.2308,-89.8224,24362
Burke,Georgia,33.0611,-82.0007,24337
Lincoln,Kentucky,37.4554,-84.6608,24320
Tattnall,Georgia,32.0458,-82.0581,24309
Bell,Kentucky,36.7306,-83.6741,24248
Blaine,Idaho,43.4119,-113.9802,24248
Fairfax,Virginia,38.8531,-77.2998,24242
Shelby,Texas,31.7924,-94.145,24157
Aransas,Texas,28.1254,-96.9933,24048
Dawson,Nebraska,40.8699,-99.8196,24037
Hood River,Oregon,45.519,-121.6511,23965
Itawamba,Mississippi,34.28,-88.3613,23888
Upshur,West Virginia,38.8978,-80.2334,23875
Anderson,Kentucky,38.0039,-84.991,23839
Ohio,Kentucky,37.4782,-86.8489,23782
Iowa,Wisconsin,43.0005,-90.1354,23766
Page,Virginia,38.6194,-78.4844,23753
Antrim,Michigan,44.9991,-85.1402,23662
Saline,Illinois,37.7531,-88.5407,23662
Winston,Alabama,34.1492,-87.3737,23655
Grainger,Tennessee,36.2763,-83.5096,23648
Seminole,Oklahoma,35.1675,-96.6155,23592
Washington,Missouri,37.9617,-90.8774,23580
Roscommon,Michigan,44.3356,-84.6116,23556
Juniata,Pennsylvania,40.5311,-77.4022,23535
Franklin,Georgia,34.3754,-83.2291,23480
Mingo,West Virginia,37.7264,-82.1347,23466
Menominee,Michigan,45.5801,-87.5566,23433
Curry,Oregon,42.4576,-124.1568,23404
Pacific,Washington,46.5556,-123.7039,23396
Fayette,Indiana,39.64,-85.1788,23391
McDonald,Missouri,36.6287,-94.3483,23381
Meeker,Minnesota,45.1231,-94.5273,23352
Teton,Wyoming,43.9346,-110.5898,23346
Yankton,South Dakota,43.009,-97.3948,23311
Starke,Indiana,41.2809,-86.6476,23308
Plaquemines,Louisiana,29.4406,-89.61,23305
New Kent,Virginia,37.5052,-76.9974,23296
Hampshire,West Virginia,39.3171,-78.6141,23275
Saline,Missouri,39.1368,-93.2018,23219
Vilas,Wisconsin,46.0529,-89.5148,23146
St. Francis,Arkansas,35.022,-90.7478,23138
Ray,Missouri,39.3523,-93.9899,23122
Clarke,Alabama,31.6767,-87.8308,23058
Hopewell,Virginia,37.2915,-77.2985,23046
Crawford,Missouri,37.9764,-91.3039,23023
Osceola,Michigan,43.9898,-85.3252,23022
Poinsett,Arkansas,35.574,-90.663,22997
Emanuel,Georgia,32.5897,-82.3017,22907
Franklin,Indiana,39.4149,-85.0602,22850
Klickitat,Washington,45.8738,-120.7891,22798
Allen,Louisiana,30.653,-92.828,22798
Caswell,North Carolina,36.3932,-79.3335,22747
Columbia,Arkansas,33.2143,-93.2273,22707
Rockbridge,Virginia,37.8145,-79.4473,22673
Mercer,Kentucky,37.811,-84.8745,22662
Johnson,Kentucky,37.8466,-82.8315,22631
Ouachita,Arkansas,33.5934,-92.8819,22606
Overton,Tennessee,36.345,-85.2881,22576
Panola,Texas,32.1624,-94.3056,22540
Washington,Iowa,41.3356,-91.7179,22534
Sumner,Kansas,37.2373,-97.4765,22517
Leelanau,Michigan,44.9385,-85.812,22426
Saunders,Nebraska,41.2264,-96.6374,22374
Asotin,Washington,46.1918,-117.203,22370
Brooke,West Virginia,40.2739,-80.5764,22349
Waynesboro,Virginia,38.0674,-78.9014,22341
Beckham,Oklahoma,35.2687,-99.682,22295
Lee,Virginia,36.7054,-83.1286,22287
Bibb,Alabama,32.9986,-87.1265,22251
Meigs,Ohio,39.0822,-82.0228,22242
Limestone,Texas,31.5455,-96.5805,22222
Sabine,Louisiana,31.564,-93.5547,22209
Putnam,Georgia,33.3218,-83.3728,22206
Anson,North Carolina,34.9738,-80.1027,22200
Nobles,Minnesota,43.6742,-95.7534,22194
Grant,Louisiana,31.5997,-92.5595,22185
Randolph,Alabama,33.2938,-85.4591,22179
Houston,Texas,31.3177,-95.4227,22107
Henry,Missouri,38.3852,-93.7928,22064
Mahaska,Iowa,41.3352,-92.6409,22059
Martin,North Carolina,35.8432,-77.1092,21992
Jo Daviess,Illinois,42.3658,-90.2126,21942
Seward,Kansas,37.1933,-100.8513,21942
Prince Edward,Virginia,37.2243,-78.4411,21922
Scott,Tennessee,36.4285,-84.5035,21917
Lampasas,Texas,31.1962,-98.2415,21829
Wyandot,Ohio,40.8424,-83.3044,21818
Colusa,California,39.1775,-122.237,21811
Tippah,Mississippi,34.7684,-88.9089,21769
McDuffie,Georgia,33.4828,-82.4814,21715
Boone,West Virginia,38.0229,-81.7115,21705
Sevier,Utah,38.7477,-111.8046,21667
