State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI
Florida,Wakulla,2023,181,157,24,0,0,0,0,74,38
Georgia,Bibb,2023,229,140,85,3,1,0,0,155,46
Georgia,Chatham,2023,228,172,54,2,0,0,0,108,41
Georgia,Chattooga,2023,152,133,19,0,0,0,0,100,39
Georgia,Clarke,2023,241,150,88,3,0,0,0,147,47
Georgia,Clayton,2023,70,53,17,0,0,0,0,97,38
Georgia,Cobb,2023,171,138,31,2,0,0,0,125,40
Georgia,Coffee,2023,66,55,11,0,0,0,0,87,30
Georgia,Columbia,2023,149,140,9,0,0,0,0,74,38
Georgia,Dawson,2023,183,163,18,2,0,0,0,126,39
Georgia,DeKalb,2023,243,155,82,6,0,0,0,134,46
Georgia,Dougherty,2023,242,152,85,5,0,0,0,140,43
Georgia,Douglas,2023,184,142,36,6,0,0,0,136,43
Georgia,Floyd,2023,220,163,56,1,0,0,0,110,34
Georgia,Fulton,2023,243,145,89,8,1,0,0,172,47
Georgia,Glynn,2023,271,229,42,0,0,0,0,88,38
Georgia,Gwinnett,2023,243,156,81,6,0,0,0,140,46
Georgia,Hall,2023,241,158,80,3,0,0,0,137,42
Georgia,Henry,2023,242,180,55,6,1,0,0,152,42
Georgia,Houston,2023,243,158,84,0,1,0,0,152,40
Georgia,Lowndes,2023,241,172,67,2,0,0,0,105,38
Georgia,Murray,2023,151,115,32,4,0,0,0,108,44
Georgia,Muscogee,2023,273,182,88,2,1,0,0,153,44
Georgia,Pike,2023,208,168,36,4,0,0,0,133,40
Georgia,Richmond,2023,241,152,89,0,0,0,0,93,44
Georgia,Rockdale,2023,150,123,23,4,0,0,0,136,42
Georgia,Sumter,2023,153,135,18,0,0,0,0,87,39
Georgia,Walker,2023,242,146,94,2,0,0,0,145,44
Georgia,Washington,2023,238,146,89,2,1,0,0,159,45
Hawaii,Hawaii,2023,226,220,6,0,0,0,0,68,17
Hawaii,Honolulu,2023,182,179,2,1,0,0,0,117,31
Hawaii,Maui,2023,163,162,0,0,1,0,0,152,18
Idaho,Ada,2023,182,153,28,1,0,0,0,101,41
Idaho,Bannock,2023,181,129,20,1,0,0,31,551,44
Idaho,Benewah,2023,181,147,34,0,0,0,0,92,33
Idaho,Blaine,2023,163,161,2,0,0,0,0,59,15
Idaho,Boise,2023,181,164,17,0,0,0,0,74,28
Idaho,Bonner,2023,179,171,8,0,0,0,0,72,23
Idaho,Bonneville,2023,173,167,6,0,0,0,0,82,18
Idaho,Butte,2023,238,198,40,0,0,0,0,80,46
Idaho,Canyon,2023,180,166,14,0,0,0,0,75,21
Idaho,Franklin,2023,181,163,14,3,1,0,0,154,16
Idaho,Idaho,2023,212,203,9,0,0,0,0,88,39
Idaho,Kootenai,2023,177,166,11,0,0,0,0,66,21
Idaho,Latah,2023,181,177,4,0,0,0,0,74,10
Idaho,Lemhi,2023,179,140,38,1,0,0,0,119,25
Idaho,Nez Perce,2023,181,165,15,1,0,0,0,113,25
Idaho,Shoshone,2023,181,137,44,0,0,0,0,84,34
Idaho,Twin Falls,2023,164,159,5,0,0,0,0,77,18
Idaho,Valley,2023,176,159,17,0,0,0,0,67,19
Illinois,Adams,2023,214,157,45,12,0,0,0,136,44
Illinois,Champaign,2023,273,171,89,11,1,1,0,252,46
Illinois,Clark,2023,236,201,30,5,0,0,0,136,40
Illinois,Cook,2023,274,116,124,27,7,0,0,199,54
Illinois,DuPage,2023,273,157,99,11,4,2,0,209,48
Illinois,Effingham,2023,211,152,49,10,0,0,0,140,45
Illinois,Hamilton,2023,273,192,70,10,1,0,0,156,44
Illinois,Jersey,2023,273,174,81,17,1,0,0,162,45
Illinois,Jo Daviess,2023,206,160,37,8,1,0,0,154,40
Illinois,Kane,2023,236,158,57,16,5,0,0,174,45
Illinois,Lake,2023,212,154,44,13,1,0,0,179,44
Illinois,Macon,2023,273,156,101,14,1,1,0,262,48
Illinois,Macoupin,2023,273,220,43,10,0,0,0,129,41
Illinois,Madison,2023,271,132,123,14,2,0,0,154,51
Illinois,McHenry,2023,273,163,89,16,4,1,0,205,46
Illinois,McLean,2023,273,157,103,10,2,1,0,264,47
Illinois,Peoria,2023,248,148,78,21,1,0,0,151,47
Illinois,Randolph,2023,273,187,73,11,2,0,0,156,44
Illinois,Rock Island,2023,273,153,100,16,3,1,0,207,48
Illinois,Saint Clair,2023,273,142,117,12,2,0,0,169,49
Illinois,Sangamon,2023,273,160,93,17,2,1,0,222,47
Illinois,Will,2023,273,161,93,14,4,1,0,221,48
Illinois,Winnebago,2023,273,162,91,17,2,1,0,218,47
Indiana,Allen,2023,239,182,52,5,0,0,0,129,43
Indiana,Bartholomew,2023,267,196,63,7,1,0,0,194,44
Indiana,Boone,2023,241,191,41,8,1,0,0,185,41
Indiana,Brown,2023,234,200,32,2,0,0,0,126,40
Indiana,Carroll,2023,237,197,35,5,0,0,0,122,40
Indiana,Clark,2023,243,138,94,10,1,0,0,174,48
Indiana,Delaware,2023,271,213,53,5,0,0,0,121,42
Indiana,Dubois,2023,117,88,28,1,0,0,0,130,34
Indiana,Elkhart,2023,273,199,67,5,2,0,0,182,42
Indiana,Floyd,2023,228,164,57,6,1,0,0,177,44
Indiana,Greene,2023,243,166,66,9,2,0,0,195,44
Indiana,Hamilton,2023,243,160,73,8,2,0,0,180,44
Indiana,Hendricks,2023,238,210,24,4,0,0,0,119,40
Indiana,Henry,2023,226,163,53,8,2,0,0,181,38
Indiana,Howard,2023,243,160,71,10,2,0,0,186,44
Indiana,Knox,2023,212,165,39,8,0,0,0,126,43
Indiana,LaPorte,2023,243,181,50,12,0,0,0,133,41
Indiana,Lake,2023,273,139,116,16,2,0,0,195,50
Indiana,Madison,2023,243,150,81,10,1,1,0,205,46
Indiana,Marion,2023,244,87,140,13,3,1,0,234,57
Indiana,Monroe,2023,273,222,46,3,1,1,0,205,32
Indiana,Perry,2023,239,204,33,2,0,0,0,112,40
Indiana,Porter,2023,243,149,73,19,2,0,0,172,45
Indiana,Posey,2023,238,194,37,7,0,0,0,126,41
Indiana,Shelby,2023,241,199,38,4,0,0,0,147,41
Indiana,Spencer,2023,69,57,12,0,0,0,0,84,34
Indiana,St. Joseph,2023,272,163,96,10,3,0,0,198,46
Indiana,Tippecanoe,2023,231,183,42,4,2,0,0,190,34
Indiana,Vanderburgh,2023,273,174,91,7,1,0,0,172,46
Indiana,Vigo,2023,243,148,87,6,1,1,0,207,45
Indiana,Wabash,2023,211,167,41,3,0,0,0,126,41
Indiana,Warrick,2023,243,195,41,7,0,0,0,133,41
Indiana,Whitley,2023,241,160,74,4,3,0,0,199,40
Iowa,Black Hawk,2023,269,166,96,4,3,0,0,177,45
Iowa,Bremer,2023,205,151,44,9,1,0,0,151,43
Iowa,Cerro Gordo,2023,60,58,2,0,0,0,0,56,19
Iowa,Clinton,2023,273,143,113,13,3,1,0,210,50
Iowa,Harrison,2023,208,135,57,16,0,0,0,140,44
Iowa,Johnson,2023,273,165,102,2,4,0,0,192,45
Iowa,Lee,2023,60,47,13,0,0,0,0,97,35
Iowa,Linn,2023,273,133,122,14,4,0,0,190,51
Iowa,Montgomery,2023,272,181,84,7,0,0,0,147,44
Iowa,Muscatine,2023,273,187,82,1,3,0,0,190,40
Iowa,Palo Alto,2023,273,170,85,14,4,0,0,158,44
Iowa,Polk,2023,273,162,96,12,3,0,0,162,45
Iowa,Pottawattamie,2023,82,58,24,0,0,0,0,97,38
Iowa,Scott,2023,274,147,104,19,4,0,0,197,50
Iowa,Van Buren,2023,271,181,83,5,2,0,0,169,44
Iowa,Woodbury,2023,78,54,23,0,1,0,0,164,35
Kansas,Ford,2023,180,165,14,1,0,0,0,147,15
Kansas,Johnson,2023,181,113,63,4,1,0,0,164,45
Kansas,Leavenworth,2023,180,132,39,9,0,0,0,129,42
Kansas,Neosho,2023,181,75,105,0,1,0,0,158,53
Kansas,Sedgwick,2023,181,105,74,2,0,0,0,126,48
Kansas,Shawnee,2023,179,111,62,6,0,0,0,129,45
Kansas,Sherman,2023,150,146,4,0,0,0,0,78,11
Kansas,Sumner,2023,181,120,59,2,0,0,0,112,46
Kansas,Trego,2023,181,117,63,1,0,0,0,101,44
Kansas,Wyandotte,2023,181,116,53,11,1,0,0,166,46
Kentucky,Bell,2023,181,122,57,2,0,0,0,131,45
Kentucky,Boone,2023,122,87,31,4,0,0,0,133,46
Kentucky,Boyd,2023,186,139,44,1,2,0,0,157,44
Kentucky,Bullitt,2023,120,87,27,6,0,0,0,126,44
Kentucky,Campbell,2023,189,142,42,3,2,0,0,178,42
Kentucky,Carter,2023,186,149,35,1,1,0,0,153,39
Kentucky,Christian,2023,181,132,45,4,0,0,0,115,43
Kentucky,Daviess,2023,181,115,58,7,1,0,0,165,44
Kentucky,Edmonson,2023,242,212,26,4,0,0,0,115,40
Kentucky,Fayette,2023,187,139,46,1,1,0,0,163,43
Kentucky,Greenup,2023,118,103,15,0,0,0,0,84,44
Kentucky,Hancock,2023,122,87,29,6,0,0,0,140,44
Kentucky,Hardin,2023,186,131,52,2,1,0,0,151,43
Kentucky,Jefferson,2023,182,88,84,9,1,0,0,166,51
Kentucky,Jessamine,2023,122,97,23,2,0,0,0,122,44
Kentucky,Livingston,2023,122,83,34,5,0,0,0,126,44
Kentucky,McCracken,2023,171,117,48,6,0,0,0,126,43
Kentucky,Morgan,2023,212,189,23,0,0,0,0,93,41
Kentucky,Oldham,2023,122,93,28,1,0,0,0,105,44
Kentucky,Perry,2023,181,140,38,3,0,0,0,137,40
Kentucky,Pike,2023,180,149,29,2,0,0,0,127,38
Kentucky,Pulaski,2023,179,137,40,2,0,0,0,120,41
Kentucky,Simpson,2023,121,90,24,7,0,0,0,122,44
Kentucky,Warren,2023,181,131,48,1,1,0,0,154,42
Kentucky,Washington,2023,207,170,35,2,0,0,0,108,42
Louisiana,Ascension,2023,271,224,44,2,1,0,0,154,35
Louisiana,Bossier,2023,268,172,95,1,0,0,0,114,45
Louisiana,Caddo,2023,263,214,49,0,0,0,0,100,40
Louisiana,Calcasieu,2023,273,148,121,4,0,0,0,133,48
Louisiana,East Baton Rouge,2023,274,177,89,8,0,0,0,147,46
Louisiana,Iberville,2023,273,198,62,12,1,0,0,154,41
Louisiana,Jefferson,2023,271,181,86,4,0,0,0,126,46
Louisiana,Lafayette,2023,273,212,60,1,0,0,0,112,41
Louisiana,Lafourche,2023,273,169,103,1,0,0,0,101,46
Louisiana,Livingston,2023,272,152,115,5,0,0,0,133,49
Louisiana,Orleans,2023,274,237,37,0,0,0,0,87,32
Louisiana,Ouachita,2023,266,222,44,0,0,0,0,100,38
Louisiana,Pointe Coupee,2023,270,241,27,2,0,0,0,112,37
Louisiana,Rapides,2023,59,44,15,0,0,0,0,77,30
Louisiana,St. Bernard,2023,273,168,103,2,0,0,0,119,47
Louisiana,St. James,2023,262,226,34,2,0,0,0,115,35
Louisiana,St. John the Baptist,2023,266,228,34,4,0,0,0,112,36
Louisiana,St. Martin,2023,272,229,42,1,0,0,0,112,38
Louisiana,St. Tammany,2023,273,214,58,1,0,0,0,105,40
Louisiana,Tangipahoa,2023,63,57,6,0,0,0,0,67,30
Louisiana,Terrebonne,2023,55,53,2,0,0,0,0,60,28
Louisiana,West Baton Rouge,2023,270,185,76,9,0,0,0,140,44
Maine,Androscoggin,2023,271,247,24,0,0,0,0,74,36
Maine,Aroostook,2023,273,223,47,3,0,0,0,142,35
Maine,Cumberland,2023,273,224,49,0,0,0,0,94,39
Maine,Hancock,2023,274,235,39,0,0,0,0,93,41
Maine,Kennebec,2023,206,183,23,0,0,0,0,91,36
Maine,Knox,2023,213,208,5,0,0,0,0,87,36
Maine,Oxford,2023,273,248,25,0,0,0,0,81,37
Maine,Penobscot,2023,270,245,25,0,0,0,0,88,36
Maine,Sagadahoc,2023,197,183,14,0,0,0,0,100,39
Maine,Washington,2023,272,267,5,0,0,0,0,74,35
Maine,York,2023,238,214,24,0,0,0,0,84,40
Maryland,Anne Arundel,2023,222,184,36,2,0,0,0,150,42
Maryland,Baltimore,2023,273,203,61,5,3,1,0,205,43
Maryland,Baltimore (City),2023,212,145,60,4,3,0,0,181,45
Maryland,Calvert,2023,122,97,24,1,0,0,0,101,44
Maryland,Carroll,2023,121,85,33,3,0,0,0,143,46
Maryland,Cecil,2023,273,199,68,2,4,0,0,180,44
Maryland,Charles,2023,120,85,33,2,0,0,0,115,46
Maryland,Dorchester,2023,212,168,38,3,3,0,0,171,43
Maryland,Frederick,2023,111,76,30,5,0,0,0,136,46
Maryland,Garrett,2023,266,217,47,0,2,0,0,165,41
Maryland,Harford,2023,273,194,69,7,3,0,0,187,45
Maryland,Howard,2023,272,231,37,1,3,0,0,178,31
Maryland,Kent,2023,181,141,34,3,3,0,0,186,43
Maryland,Montgomery,2023,179,145,29,2,3,0,0,161,42
Maryland,Prince George's,2023,273,204,58,8,3,0,0,181,44
Maryland,Washington,2023,268,222,40,4,2,0,0,167,42
Massachusetts,Barnstable,2023,173,160,11,2,0,0,0,140,40
Massachusetts,Berkshire,2023,181,149,28,1,3,0,0,165,41
Massachusetts,Bristol,2023,181,154,21,6,0,0,0,137,42
Massachusetts,Dukes,2023,179,166,11,2,0,0,0,133,40
Massachusetts,Essex,2023,181,147,33,1,0,0,0,105,42
Massachusetts,Franklin,2023,181,150,28,3,0,0,0,137,39
Massachusetts,Hampden,2023,181,147,29,3,2,0,0,153,42
Massachusetts,Hampshire,2023,181,155,21,5,0,0,0,132,39
Massachusetts,Middlesex,2023,181,163,17,1,0,0,0,101,39
Massachusetts,Norfolk,2023,181,154,23,4,0,0,0,136,41
Massachusetts,Plymouth,2023,181,158,20,3,0,0,0,114,40
Massachusetts,Suffolk,2023,182,152,30,0,0,0,0,90,39
Massachusetts,Worcester,2023,182,157,23,2,0,0,0,148,39
Michigan,Allegan,2023,181,130,37,11,3,0,0,181,42
Michigan,Bay,2023,181,136,39,3,3,0,0,181,35
Michigan,Benzie,2023,119,96,21,1,1,0,0,156,41
Michigan,Berrien,2023,122,84,29,9,0,0,0,143,44
Michigan,Cass,2023,122,88,26,8,0,0,0,126,44
Michigan,Clinton,2023,122,94,25,3,0,0,0,136,41
Michigan,Genesee,2023,180,120,50,7,3,0,0,171,44
Michigan,Huron,2023,122,105,15,2,0,0,0,112,40
Michigan,Ingham,2023,179,126,44,6,3,0,0,183,42
Michigan,Kalamazoo,2023,176,95,73,5,3,0,0,200,48
Michigan,Kent,2023,182,120,52,7,3,0,0,197,44
Michigan,Lenawee,2023,180,102,64,9,4,1,0,229,49
Michigan,Macomb,2023,181,114,57,6,4,0,0,184,44
Michigan,Manistee,2023,125,96,22,6,1,0,0,161,42
Michigan,Mason,2023,119,91,27,1,0,0,0,143,42
Michigan,Missaukee,2023,178,127,45,4,2,0,0,187,44
Michigan,Monroe,2023,40,37,3,0,0,0,0,82,26
Michigan,Muskegon,2023,121,89,25,7,0,0,0,147,42
Michigan,Oakland,2023,135,97,29,8,1,0,0,164,43
Michigan,Ottawa,2023,179,113,59,4,2,1,0,202,44
Michigan,Schoolcraft,2023,178,149,23,4,2,0,0,173,39
Michigan,St. Clair,2023,180,114,55,7,4,0,0,185,44
Michigan,Tuscola,2023,210,176,28,5,1,0,0,154,39
Michigan,Washtenaw,2023,212,125,74,9,4,0,0,196,46
Michigan,Wayne,2023,182,54,106,15,7,0,0,200,58
Michigan,Wexford,2023,211,174,34,3,0,0,0,105,40
Minnesota,Anoka,2023,181,119,47,13,2,0,0,168,46
Minnesota,Becker,2023,181,119,57,3,2,0,0,167,44
Minnesota,Beltrami,2023,177,145,29,2,1,0,0,155,14
Minnesota,Carlton,2023,178,144,31,2,1,0,0,155,39
Minnesota,Cass,2023,176,153,21,2,0,0,0,144,23
Minnesota,Cook,2023,168,157,10,1,0,0,0,120,6
Minnesota,Crow Wing,2023,181,131,43,6,1,0,0,161,43
Minnesota,Dakota,2023,182,124,49,6,3,0,0,176,39
Minnesota,Goodhue,2023,116,79,32,5,0,0,0,133,47
Minnesota,Hennepin,2023,182,111,56,12,3,0,0,178,45
Minnesota,Lake,2023,181,156,23,2,0,0,0,114,39
Minnesota,Lyon,2023,181,116,59,5,1,0,0,167,44
Minnesota,Mille Lacs,2023,116,94,17,5,0,0,0,136,44
Minnesota,Olmsted,2023,181,112,55,13,1,0,0,163,45
Minnesota,Ramsey,2023,181,122,52,4,3,0,0,180,39
Minnesota,Saint Louis,2023,242,189,48,4,1,0,0,154,40
Minnesota,Scott,2023,181,112,53,11,5,0,0,172,46
Minnesota,Stearns,2023,181,117,53,8,3,0,0,175,45
Minnesota,Washington,2023,122,85,29,8,0,0,0,140,45
Minnesota,Wright,2023,174,110,45,16,3,0,0,177,46
Mississippi,Bolivar,2023,180,122,55,3,0,0,0,126,44
Mississippi,DeSoto,2023,181,104,73,4,0,0,0,112,47
Mississippi,Forrest,2023,181,129,52,0,0,0,0,93,40
Mississippi,Hancock,2023,181,139,42,0,0,0,0,88,41
Mississippi,Harrison,2023,181,132,47,2,0,0,0,105,43
Mississippi,Hinds,2023,182,109,71,2,0,0,0,115,47
Mississippi,Jackson,2023,180,139,39,2,0,0,0,108,42
Mississippi,Lauderdale,2023,121,110,11,0,0,0,0,87,40
Mississippi,Lee,2023,122,94,26,2,0,0,0,122,44
Mississippi,Yalobusha,2023,203,193,9,1,0,0,0,119,37
Missouri,Andrew,2023,91,39,46,6,0,0,0,122,54
Missouri,Boone,2023,91,50,36,5,0,0,0,143,49
Missouri,Buchanan,2023,148,102,46,0,0,0,0,85,41
Missouri,Callaway,2023,91,52,34,5,0,0,0,133,49
